"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.225682952E1,-3.043773770E-2,2.627819777E-4,6.054687500E-2,6.776761028E-2
2.226155942E1,-3.498564661E-2,7.426492870E-3,5.767059326E-2,6.786048623E-2
2.226628932E1,-2.276253700E-2,1.687695086E-2,9.704589844E-3,2.995235592E-2
2.227101921E1,-8.267432451E-3,2.630480379E-2,-1.174545288E-2,2.997079921E-2
2.227574906E1,-8.166760206E-3,2.847400308E-2,-4.526138306E-3,2.996582639E-2
2.228047895E1,1.429945230E-3,1.878358424E-2,-2.114295959E-3,1.895621343E-2
2.228520885E1,-8.952915668E-4,1.864280552E-2,-4.472732544E-3,1.919273511E-2
2.228993869E1,-5.603790283E-3,2.325149626E-2,5.729198456E-2,6.208386295E-2
2.229466859E1,6.345719099E-3,3.963487968E-2,2.594947815E-2,4.779714693E-2
2.229939848E1,4.007399082E-3,2.035411447E-2,3.997516632E-2,4.503735278E-2
2.230412833E1,-7.137656212E-4,2.257365733E-2,1.654624939E-3,2.264546865E-2
2.230885822E1,6.474852562E-3,1.050063223E-2,3.487682343E-2,3.699432125E-2
2.231358812E1,2.538868785E-2,3.176551312E-2,6.096839905E-3,4.111939629E-2
2.231831801E1,3.233167529E-2,3.388995677E-2,2.028942108E-2,5.104436311E-2
2.232304786E1,3.209432960E-2,3.127684444E-2,7.710075378E-2,8.917854688E-2
2.232777775E1,2.705404162E-2,2.156382799E-2,5.509281158E-2,6.505488248E-2
2.233250765E1,7.450580597E-4,1.662238687E-2,5.463314056E-2,5.711075997E-2
2.233723749E1,-6.294310093E-3,3.783849999E-2,4.942607880E-2,6.256442828E-2
2.234196739E1,-1.092933118E-2,2.569664270E-2,5.613517761E-2,6.269709636E-2
2.234669728E1,1.064598560E-3,-5.896538496E-4,3.667354584E-2,3.669373279E-2
2.235142718E1,1.059085131E-3,2.551668882E-2,2.449798584E-2,3.538890193E-2
2.235615702E1,8.147627115E-3,2.766400576E-2,-1.844024658E-2,3.423045042E-2
2.236088692E1,5.709230900E-3,6.052695215E-3,-1.116466522E-2,1.392408655E-2
2.236561682E1,-4.416334629E-2,-1.303283870E-2,7.920265198E-3,4.672244258E-2
2.237034666E1,-1.000076532E-3,-8.217841387E-3,-1.588916779E-2,1.791643723E-2
2.237507656E1,1.803410053E-2,1.080340147E-2,2.697658539E-2,3.420056176E-2
2.237980645E1,-5.854010582E-3,1.203343272E-3,-6.486892700E-3,8.820275043E-3
2.238453630E1,-3.370255232E-3,-1.303581148E-2,-1.118183136E-2,1.750212427E-2
2.238926619E1,-4.850396514E-2,-2.003386617E-2,-4.907321930E-2,7.184825175E-2
2.239399609E1,-1.251207292E-2,-5.634732544E-3,1.781177521E-2,2.248469514E-2
2.239872593E1,-5.281448364E-3,-3.174456954E-2,3.903007507E-2,5.058614585E-2
2.240345583E1,-2.188125253E-2,-2.674517781E-2,-4.676342010E-2,5.814560351E-2
2.240818572E1,-1.457253098E-2,-3.365744650E-2,-1.313591003E-2,3.895811208E-2
2.241291562E1,9.323030710E-3,-4.051137716E-2,-3.202056885E-2,5.247292073E-2
2.241764546E1,1.408290863E-2,-2.831574529E-2,4.421520233E-2,5.436077505E-2
2.242237536E1,-1.902878284E-4,-4.711486399E-2,-3.925037384E-2,6.132241405E-2
2.242710525E1,-7.278800011E-3,-2.536759526E-2,-1.006526947E-1,1.040550853E-1
2.243183510E1,6.888389587E-3,-3.695428371E-2,-3.570652008E-2,5.184616256E-2
2.243656499E1,9.180605412E-3,-4.850129783E-2,7.327079773E-3,4.990336166E-2
2.244129489E1,6.733864546E-3,-3.143388778E-2,5.474948883E-2,6.348969019E-2
2.244602478E1,-5.160331726E-3,-2.168729901E-2,-5.966758728E-2,6.369606686E-2
2.245075463E1,4.383802414E-3,-4.048252851E-2,3.579616547E-2,5.421640250E-2
2.245548452E1,6.725341082E-3,-2.834404260E-2,-2.385616302E-2,3.765277517E-2
2.246021442E1,9.076118469E-3,-3.289654851E-2,-2.365875244E-2,4.152463603E-2
2.246494426E1,4.283964634E-3,-1.124081761E-2,-2.096176147E-3,1.221074477E-2
2.246967416E1,2.084305882E-2,-1.350479573E-2,-3.056812286E-2,3.938556518E-2
2.247440406E1,2.536466718E-2,8.683800697E-4,-6.569862366E-3,2.621609270E-2
2.247913390E1,1.803511381E-2,1.512253284E-2,6.084442139E-4,2.354414012E-2
2.248386380E1,-1.529183984E-2,-4.007883370E-3,2.909088135E-2,3.310865253E-2
2.248859369E1,-7.980555296E-3,7.913492620E-3,-3.050708771E-2,3.251145996E-2
2.249332353E1,-8.442997932E-4,1.738908887E-2,-3.262519836E-2,3.697968121E-2
2.249805343E1,3.858029842E-3,1.491423696E-2,2.700233459E-2,3.108769744E-2
2.250278333E1,2.285170555E-2,1.480644941E-2,-3.732585907E-2,4.620228507E-2
2.250751322E1,6.103038788E-3,2.891524881E-2,-6.153106689E-3,3.018607987E-2
2.251224307E1,-1.056234539E-2,4.056227580E-2,3.395080566E-3,4.205220482E-2
2.251697296E1,-1.049827039E-2,3.074489534E-2,3.660488129E-2,4.894261543E-2
2.252170286E1,6.268769503E-3,2.810108662E-2,4.104614258E-2,5.013735494E-2
2.252643270E1,8.651793003E-3,1.832991838E-2,7.394027710E-2,7.666814207E-2
2.253116260E1,-1.512941718E-2,5.855343491E-2,2.109050751E-2,6.404852466E-2
2.253589249E1,-1.737326384E-2,4.864230752E-2,1.854228973E-2,5.487914800E-2
2.254062239E1,-1.007370651E-2,2.694228292E-2,4.687881470E-2,5.499990399E-2
2.254535223E1,-5.180895329E-3,1.483358443E-2,5.123424530E-2,5.358940935E-2
2.255008213E1,-1.703268290E-2,5.748958886E-2,1.519584656E-2,6.185530589E-2
2.255481202E1,-2.652512491E-2,5.225099623E-2,-5.377769470E-2,7.953483077E-2
2.255954187E1,-1.683202386E-2,3.758644685E-2,-5.845069885E-3,4.159594759E-2
2.256427176E1,-2.386301756E-3,-7.834956050E-4,5.593013763E-2,5.598650371E-2
2.256900166E1,-2.132749557E-2,2.764245868E-2,9.819698334E-2,1.042190728E-1
2.257373150E1,-3.770795465E-2,4.164429009E-2,4.039669037E-2,6.919558753E-2
2.257846140E1,-4.122942686E-3,3.888268396E-2,2.818965912E-2,4.820289047E-2
2.258319130E1,5.057770014E-2,4.089163989E-2,2.320480347E-2,6.905572292E-2
2.258792119E1,1.228702068E-2,2.157197893E-2,-6.246185303E-2,6.721461326E-2
2.259265103E1,-5.425935984E-2,-7.054090500E-3,-5.244350433E-2,7.579023334E-2
2.259738093E1,-1.587408781E-2,-2.837607265E-2,4.295825958E-2,5.387578518E-2
2.260211083E1,3.283500671E-3,-3.290134668E-2,5.684471130E-2,6.576170005E-2
2.260684067E1,-6.151378155E-3,-1.130173355E-2,5.399417877E-2,5.550621565E-2
2.261157057E1,-2.503301203E-2,-1.837264746E-2,-3.192806244E-2,4.453770355E-2
2.261630046E1,2.506482601E-2,-8.764855564E-3,-1.005115509E-1,1.039598002E-1
2.262103030E1,8.186790347E-2,-2.060371637E-2,-2.607631683E-2,8.835632998E-2
2.262576020E1,-6.568491459E-3,-6.561044604E-2,-9.946060181E-2,1.193326737E-1
2.263049010E1,-1.597827673E-2,-3.901842982E-2,-1.366205215E-1,1.429787051E-1
2.263521999E1,-1.346674562E-2,-1.733789593E-2,-5.001163483E-2,5.461794111E-2
2.263994984E1,5.614131689E-3,-2.198287100E-2,2.875137329E-2,3.662521751E-2
2.264467973E1,-1.104776561E-2,-2.418652177E-2,6.174945831E-2,6.723121717E-2
2.264940963E1,-7.502534986E-2,-4.299085587E-2,6.835651398E-2,1.102253592E-1
2.265413947E1,-8.148990571E-2,-1.893153042E-2,2.980041504E-2,8.880919048E-2
2.265886937E1,-1.433074474E-2,-1.403817534E-2,-1.080894470E-2,2.278758209E-2
2.266359926E1,2.137637138E-2,-3.535813093E-2,-5.970954895E-3,4.174684394E-2
2.266832916E1,4.254102707E-2,-2.560804784E-2,-6.527423859E-2,8.201364107E-2
2.267305900E1,2.085155249E-2,-1.345124841E-2,-8.134937286E-2,8.504965485E-2
2.267778890E1,1.358768344E-2,5.669780076E-3,-6.167984009E-2,6.341272917E-2
2.268251880E1,-5.065205693E-2,-1.098074764E-2,-4.217147827E-2,6.681797116E-2
2.268724864E1,-2.888748050E-2,-3.936400265E-2,-1.807785034E-2,5.206553473E-2
2.269197853E1,2.124303579E-2,-7.466015965E-2,8.890914917E-2,1.180264496E-1
2.269670843E1,2.112683654E-2,-4.081261158E-2,7.392215729E-2,8.704308028E-2
2.270143833E1,1.383224130E-2,-9.621277452E-3,-1.691150665E-2,2.387255613E-2
2.270616817E1,-1.479789615E-2,-2.852001041E-2,-3.101539612E-2,4.465784948E-2
2.271089807E1,-5.174338818E-3,-2.354747057E-2,1.435184479E-2,2.805766564E-2
2.271562791E1,5.416858196E-2,3.358494490E-2,4.736900330E-3,6.391104772E-2
2.272035781E1,7.740506530E-2,7.175274193E-3,5.455589294E-2,9.497038564E-2
2.272508770E1,3.159761429E-2,-2.133155614E-2,-4.798507690E-2,6.128631268E-2
2.272981760E1,-3.759801388E-2,2.402620018E-2,-2.473831177E-3,4.468768044E-2
2.273454744E1,1.020160317E-2,4.761018604E-2,4.265499115E-2,6.473214651E-2
2.273927734E1,3.053784370E-3,-7.379166782E-3,8.028602600E-2,8.068223889E-2
2.274400723E1,-5.863955617E-2,-2.101585269E-4,5.824756622E-2,8.265240883E-2
2.274873708E1,-3.440666199E-2,3.541662544E-2,-8.943462372E-2,1.021602059E-1
2.275346697E1,3.238797188E-2,6.645999849E-3,4.901027679E-2,5.911985511E-2
2.275819687E1,7.725864649E-2,-7.639981806E-3,1.198253632E-1,1.427773982E-1
2.276292676E1,6.717881560E-2,2.570524067E-2,4.047775269E-2,8.253605955E-2
2.276765661E1,7.240146399E-3,3.259928524E-2,-2.186393738E-1,2.211748378E-1
2.277238650E1,2.139988542E-2,8.601166308E-3,5.858421326E-2,6.296066391E-2
2.277711640E1,8.767259121E-2,2.041450143E-2,9.370994568E-2,1.299414831E-1
2.278184624E1,-6.508548558E-2,1.076207310E-2,2.712249756E-3,6.602498731E-2
2.278657614E1,-8.367495239E-2,-2.255066484E-2,-4.716300964E-2,9.866295972E-2
2.279130603E1,4.279917479E-2,1.792814583E-2,7.906055450E-2,9.167201892E-2
2.279603588E1,6.624576449E-2,5.869060755E-3,2.422161102E-1,2.511803958E-1
2.280076577E1,-5.498349667E-3,1.030690968E-3,-8.981037140E-2,8.998442634E-2
2.280549567E1,-2.921855450E-2,-2.032947540E-2,-1.546287537E-2,3.880865898E-2
2.281022557E1,1.834133267E-2,8.289292455E-3,-1.672754288E-1,1.684820047E-1
2.281495541E1,8.710014820E-2,4.854105413E-2,2.234773636E-1,2.447137139E-1
2.281968530E1,2.236196399E-2,-2.315677702E-2,-1.321363449E-1,1.360011301E-1
2.282441520E1,5.532920361E-3,3.141358495E-3,-3.606796265E-2,3.662484499E-2
2.282914510E1,-1.631081104E-3,5.478113890E-3,3.070831299E-2,3.123572704E-2
2.283387494E1,-2.298000455E-2,-3.496696800E-2,7.081222534E-2,8.225047549E-2
2.283860484E1,-2.521508932E-2,9.538903832E-4,4.173278809E-2,4.876818879E-2
2.284333473E1,-1.796370745E-2,8.056432009E-3,-1.936531067E-1,1.946512949E-1
2.284806458E1,3.500342369E-3,3.409221768E-2,-6.620883942E-2,7.455294843E-2
2.285279447E1,3.193643689E-2,2.667296678E-2,3.405761719E-2,5.377085127E-2
2.285752437E1,2.449542284E-2,7.503226399E-3,4.089832306E-2,4.825968271E-2
2.286225421E1,1.242479682E-2,4.541511089E-2,-3.778934479E-2,6.037335880E-2
2.286698411E1,2.182239294E-2,8.060919493E-2,2.662658691E-2,8.765291936E-2
2.287171400E1,1.449412107E-2,5.143646896E-2,2.664566040E-3,5.350597908E-2
2.287644390E1,4.795044661E-3,1.066232473E-2,-6.620597839E-2,6.723026995E-2
2.288117374E1,-2.363115549E-3,5.813226104E-3,-9.651851654E-2,9.672229292E-2
2.288590364E1,-2.367645502E-3,1.052957028E-2,-1.052103043E-1,1.057624022E-1
2.289063353E1,-2.854500711E-2,2.235677838E-2,1.437568665E-2,3.900388874E-2
2.289536338E1,-3.553976119E-2,2.933636308E-2,-5.459022522E-2,7.144081126E-2
2.290009327E1,2.689540386E-3,3.385519236E-2,-7.787513733E-2,8.495848805E-2
2.290482317E1,2.699226141E-3,3.121392429E-2,3.910541534E-2,5.010816700E-2
2.290955301E1,5.082964897E-3,3.568865731E-2,4.352664948E-2,5.651624552E-2
2.291428291E1,-1.157505810E-2,2.588046342E-2,2.891921997E-2,4.049816836E-2
2.291901280E1,-1.390655339E-2,9.059265256E-3,-3.067398071E-2,3.487629004E-2
2.292374265E1,-1.859223843E-2,-1.231163740E-2,-2.329349518E-2,3.224646745E-2
2.292847254E1,-2.795867622E-2,1.392158866E-2,-3.971767426E-2,5.052713979E-2
2.293320244E1,-5.861468613E-2,-9.921647608E-3,5.795383453E-2,8.302269243E-2
2.293793234E1,-4.856881499E-2,-2.409656346E-2,7.883548737E-2,9.567971691E-2
2.294266218E1,-5.368858576E-3,-2.393765748E-2,2.111291885E-1,2.125496891E-1
2.294739208E1,-2.906191349E-2,-7.075667381E-3,2.259893417E-1,2.279601774E-1
2.295212197E1,-9.851679206E-3,-1.415333152E-2,4.604625702E-2,4.916940270E-2
2.295685182E1,4.246503115E-2,-1.642373204E-2,-4.930400848E-2,6.711112499E-2
2.296158171E1,1.585052609E-1,5.124695599E-3,7.456111908E-2,1.752413785E-1
2.296631161E1,7.886964083E-2,-4.470317066E-2,-4.951572418E-2,1.032985995E-1
2.297104150E1,-9.752784669E-2,-7.755371183E-2,-1.701822281E-1,2.109223787E-1
2.297577135E1,-8.732846379E-2,-7.686321437E-2,7.577610016E-2,1.388388694E-1
2.298050124E1,-4.400473833E-2,-6.193432212E-2,3.003978729E-2,8.169862956E-2
2.298523114E1,-1.520153880E-2,-4.475569725E-2,1.912336349E-1,1.969884828E-1
2.298996098E1,1.584988832E-2,-2.540224046E-2,-2.667427063E-3,3.006007231E-2
2.299469088E1,2.052727342E-2,-4.182155430E-2,7.569980621E-2,8.888684953E-2
2.299942077E1,-2.703709900E-2,-7.949982584E-2,-5.788707733E-2,1.019908856E-1
2.300415067E1,2.067598701E-2,-7.893320918E-2,-1.594934464E-1,1.791538651E-1
2.300888051E1,6.315776706E-2,-5.700396746E-2,-1.629114151E-1,1.837892408E-1
2.301361041E1,1.990157366E-2,-3.045225143E-2,-2.148056030E-2,4.224720964E-2
2.301834031E1,-1.626461744E-3,-1.689963043E-3,8.078670502E-2,8.082074647E-2
2.302307015E1,-6.808361411E-2,-1.798704267E-3,3.975105286E-2,7.885911520E-2
2.302780005E1,-1.435123682E-1,-5.880145729E-2,1.581277847E-1,2.214899716E-1
2.303252994E1,-5.446812510E-2,-5.594777316E-2,1.093273163E-1,1.343480259E-1
2.303725978E1,-7.060058415E-2,-4.362279177E-2,-1.028823853E-1,1.321823575E-1
2.304198968E1,-2.727365494E-2,-1.003389806E-2,-4.029846191E-2,4.968397525E-2
2.304671958E1,5.605274439E-2,-2.661049366E-2,-3.996372223E-2,7.380465853E-2
2.305144947E1,6.514310837E-2,4.462487996E-3,6.957912445E-2,9.541903859E-2
2.305617932E1,7.624596357E-3,2.343424410E-2,-9.348869324E-3,2.635715507E-2
2.306090921E1,-3.754353523E-2,1.847869158E-2,-1.279783249E-1,1.346455745E-1
2.306563911E1,7.599592209E-4,2.065842599E-2,2.028560638E-2,2.896297513E-2
2.307036895E1,3.402438760E-2,3.855273128E-3,3.910732269E-2,5.197984966E-2
2.307509885E1,-1.848678291E-2,-5.658417940E-3,3.878116608E-2,4.333310141E-2
2.307982874E1,-5.866083503E-2,1.814597100E-2,-1.087398529E-1,1.248788430E-1
2.308455859E1,-3.674411774E-2,4.172280058E-2,-1.007127762E-1,1.150390610E-1
2.308928848E1,-1.031862199E-2,5.554963648E-2,4.588127136E-3,5.668586229E-2
2.309401838E1,3.021776676E-2,-1.377479732E-2,4.547119141E-3,3.351917006E-2
2.309874827E1,2.999803424E-2,-3.738647699E-2,8.997631073E-2,1.019478652E-1
2.310347812E1,7.720613480E-2,3.653869033E-2,3.759384155E-3,8.549851525E-2
2.310820801E1,1.003363431E-1,5.758810043E-2,-2.713680267E-2,1.188283514E-1
2.311293791E1,4.967489839E-2,-1.647611707E-2,4.668712616E-2,7.013377013E-2
2.311766775E1,1.122063398E-2,3.825165331E-2,-2.267284393E-1,2.302061615E-1
2.312239765E1,4.671421647E-2,3.794716299E-2,-8.951091766E-2,1.078629203E-1
2.312712754E1,2.252990007E-2,2.004526556E-3,-9.825992584E-2,1.008296958E-1
2.313185744E1,1.041778922E-2,1.392973214E-2,5.450630188E-2,5.721454985E-2
2.313658728E1,-1.818361878E-2,2.092265338E-2,-8.602237701E-2,9.037837553E-2
2.314131718E1,3.649187088E-2,4.447707534E-2,9.662628174E-3,5.833723729E-2
2.314604708E1,2.432063222E-2,3.760926425E-3,1.781463623E-1,1.798381609E-1
2.315077692E1,7.446229458E-3,2.983325720E-2,8.098602295E-3,3.179712137E-2
2.315550682E1,1.685595512E-2,5.829721689E-3,-7.981204987E-2,8.178063452E-2
2.316023671E1,-4.676371813E-3,1.289088279E-2,-5.547523499E-3,1.479250923E-2
2.316496656E1,-7.007032633E-3,-1.415722072E-3,2.773761749E-2,2.864399063E-2
2.316969645E1,-3.783679008E-2,-4.652469605E-2,-8.105278015E-3,6.051335025E-2
2.317442635E1,-6.368979812E-2,-3.187558800E-2,4.182052612E-2,8.259176654E-2
2.317915624E1,-2.282246947E-2,1.820748299E-2,3.197574615E-2,4.329925972E-2
2.318388609E1,1.527348161E-2,-1.988417655E-2,1.432971954E-1,1.454742106E-1
2.318861598E1,-6.188124418E-3,-1.500984281E-2,-1.071844101E-1,1.084070387E-1
2.319334588E1,-3.221920133E-2,1.127658039E-2,-4.693698883E-2,5.803722185E-2
2.319807572E1,-1.110404730E-3,-6.416961551E-4,1.043415070E-2,1.051267204E-2
2.320280562E1,4.635840654E-2,-1.011419296E-2,-8.645057678E-3,4.823002984E-2
2.320753551E1,-1.506298780E-3,-5.292817950E-3,1.528692245E-1,1.529682407E-1
2.321226536E1,8.846223354E-4,1.373250782E-2,1.389503479E-2,1.955597913E-2
2.321699525E1,-4.411318898E-2,-2.437949926E-2,1.609735489E-1,1.686796279E-1
2.322172515E1,-6.270578504E-2,-6.457652897E-2,6.466484070E-2,1.108317878E-1
2.322645504E1,-5.142539740E-3,-2.606400847E-2,7.599544525E-2,8.050519208E-2
2.323118489E1,-2.643401921E-2,-2.823217213E-2,8.485698700E-2,9.325514011E-2
2.323591478E1,-4.754778743E-2,-2.323061228E-2,-3.693580627E-3,5.304805344E-2
2.324064468E1,-3.293122351E-2,-1.625463367E-3,3.194904327E-2,4.591131646E-2
2.324537452E1,1.239868999E-2,1.502214372E-2,-4.903602600E-2,5.276290516E-2
2.325010442E1,4.556584358E-2,1.966103166E-2,3.602981567E-3,4.975724815E-2
2.325483432E1,3.577947617E-2,-1.852888614E-2,-2.729320526E-2,4.866630857E-2
2.325956421E1,7.052958012E-3,-1.123478264E-2,-6.030654907E-2,6.174823413E-2
2.326429406E1,-2.864259481E-2,5.465172231E-3,-5.268001556E-2,6.021171302E-2
2.326902395E1,7.240384817E-3,6.863474846E-4,4.509830475E-2,4.568097346E-2
2.327375385E1,-1.178102195E-2,7.241219282E-4,4.947090149E-2,5.085948215E-2
2.327848369E1,-3.064423800E-2,1.735141873E-2,-2.216720581E-2,4.161160977E-2
2.328321359E1,-2.801138163E-2,2.434355021E-2,-7.184028625E-2,8.085958611E-2
2.328794348E1,-8.781448007E-3,2.816103399E-3,3.084659576E-2,3.219560122E-2
2.329267338E1,1.984208822E-2,9.901635349E-3,-4.538440704E-2,5.051232771E-2
2.329740322E1,1.261511445E-2,2.416517586E-2,-1.651763916E-2,3.187364491E-2
2.330213312E1,-1.731842756E-3,3.118518740E-2,-8.285522461E-2,8.854661731E-2
2.330686301E1,-4.145473242E-3,3.814668953E-2,-2.992916107E-2,4.866322588E-2
2.331159286E1,2.913108468E-2,4.019025341E-2,-2.018356323E-2,5.358407215E-2
2.331632275E1,1.707839966E-2,3.274863958E-2,6.070327759E-2,7.105654818E-2
2.332105265E1,-2.101817727E-2,6.375133991E-3,2.458381653E-2,3.296619699E-2
2.332578255E1,2.902090549E-3,3.905959427E-3,3.387451172E-2,3.422223243E-2
2.333051239E1,2.422156930E-2,1.095690578E-2,-3.525733948E-2,4.415674570E-2
2.333524228E1,3.835362196E-2,2.034874260E-2,1.251697540E-2,4.518568707E-2
2.333997218E1,6.183600426E-2,3.203646094E-2,-7.305812836E-2,1.009332273E-1
2.334470202E1,3.995701671E-2,3.650434315E-2,-1.721630096E-1,1.804694770E-1
2.334943192E1,3.250613809E-2,-4.143126309E-3,-5.439662933E-2,6.350439191E-2
2.335416182E1,6.009966135E-3,-1.587745547E-2,-9.667301178E-2,9.815235347E-2
2.335889171E1,1.543194056E-2,9.465515614E-4,1.059360504E-1,1.070583370E-1
2.336362156E1,-1.075114310E-2,-1.097248495E-2,7.418727875E-2,7.576103769E-2
2.336835145E1,-3.208127618E-2,-8.546568453E-3,9.968566895E-2,1.050689522E-1
2.337308135E1,-1.287315786E-2,-3.465912491E-2,-4.121875763E-2,5.537110360E-2
2.337781119E1,2.050486207E-2,-6.061173230E-2,4.459285736E-2,7.799201491E-2
2.338254109E1,2.279806137E-2,-4.590144008E-2,-1.988410950E-2,5.497337187E-2
2.338727098E1,-3.503322601E-3,-7.601432502E-3,-1.550464630E-1,1.552722150E-1
2.339200083E1,6.083875895E-3,-1.953388751E-2,-1.276416779E-1,1.292709721E-1
2.339673072E1,1.785096526E-2,-1.474933326E-2,-1.261901855E-2,2.637118544E-2
2.340146062E1,-2.022247016E-2,2.086150646E-2,1.251840591E-1,1.285114758E-1
2.340619051E1,-4.370498657E-2,3.945067525E-3,1.360082626E-1,1.429123400E-1
2.341092036E1,-4.093395174E-2,-1.040158421E-2,-7.405090332E-2,8.524856387E-2
2.341565025E1,-5.245903134E-2,-4.359266907E-2,8.088397980E-2,1.058040120E-1
2.342038015E1,2.559274435E-3,-4.796117544E-2,1.276941299E-1,1.364280582E-1
2.342510999E1,3.337705135E-2,-5.938876420E-2,1.100120544E-1,1.293974690E-1
2.342983989E1,-2.209544182E-4,-6.647571921E-3,-2.385520935E-2,2.476509734E-2
2.343456978E1,2.818915248E-2,1.719352603E-2,-4.264640808E-2,5.393479190E-2
2.343929968E1,-6.742179394E-4,-5.175656080E-2,-1.926422119E-3,5.179678811E-2
2.344402952E1,3.486153483E-2,-1.035137773E-1,-1.377868652E-2,1.100921473E-1
2.344875942E1,2.024406195E-2,-9.314029664E-2,-1.603698730E-2,9.665465257E-2
2.345348932E1,4.379227757E-2,-4.486539215E-2,1.075534821E-1,1.244926443E-1
2.345821916E1,1.502627134E-2,5.322910845E-3,-2.392387390E-2,2.874846001E-2
2.346294906E1,-1.123942435E-2,-1.135393232E-2,-2.160291672E-1,2.166191070E-1
2.346767895E1,6.432235241E-4,-4.210823774E-2,-1.881103516E-1,1.927667549E-1
2.347240880E1,4.091691971E-2,-1.805700362E-2,-9.394931793E-2,1.040515451E-1
2.347713869E1,8.560329676E-2,3.476545215E-3,-2.431392670E-2,8.905716037E-2
2.348186859E1,9.201666713E-2,2.242881060E-2,2.099609375E-2,9.701007436E-2
2.348659843E1,5.321079493E-2,3.169808537E-2,-1.241588593E-2,6.316891273E-2
2.349132833E1,-9.012848139E-3,5.588233471E-4,-3.130435944E-2,3.258077094E-2
2.349605822E1,-9.075760841E-3,2.671476454E-2,-6.427764893E-2,7.019732353E-2
2.350078812E1,-1.930981874E-3,3.368648887E-2,6.208896637E-2,7.066504064E-2
2.350551796E1,5.154579878E-3,5.478885397E-2,-1.439857483E-2,5.688327672E-2
2.351024786E1,-7.797962427E-2,3.775744885E-2,9.255695343E-2,1.267802681E-1
2.351497775E1,-8.685092628E-2,1.131448150E-2,1.569747925E-3,8.759888696E-2
2.351970765E1,-4.104289412E-2,3.260327131E-2,8.702659607E-2,1.015929175E-1
2.352443749E1,2.821025252E-2,3.469301760E-2,1.219120026E-1,1.298536106E-1
2.352916739E1,1.848250628E-2,3.679382056E-2,3.067874908E-2,5.134757945E-2
2.353389728E1,1.361256838E-2,1.077274010E-1,2.092647552E-2,1.105821519E-1
2.353862713E1,-1.020991802E-2,5.461417884E-2,2.312469482E-2,6.018058214E-2
2.354335702E1,-6.229525805E-2,7.554215193E-2,8.465766907E-2,1.294381583E-1
2.354808692E1,-5.221869051E-2,7.492840290E-2,6.020832062E-2,1.093896662E-1
2.355281676E1,-3.985226154E-2,6.485088170E-2,1.404275894E-1,1.597302334E-1
2.355754666E1,-2.292594314E-2,6.432548165E-2,4.904079437E-2,8.407357475E-2
2.356227656E1,-3.460140526E-2,2.825067937E-2,7.712173462E-2,8.912418349E-2
2.356700645E1,-2.475562692E-2,-2.832904458E-3,1.025924683E-1,1.055750016E-1
2.357173630E1,1.684427261E-3,-9.915217757E-3,1.183538437E-1,1.187803904E-1
2.357646619E1,2.541553974E-2,4.398837686E-3,-5.831813812E-2,6.376758320E-2
2.358119609E1,-9.079277515E-4,2.094003558E-2,2.526092529E-2,3.282413395E-2
2.358592593E1,-5.587488413E-3,1.832246035E-2,5.591201782E-2,5.910233766E-2
2.359065583E1,6.305247545E-3,3.912180662E-3,4.120254517E-2,4.186539182E-2
2.359538572E1,1.575380564E-2,8.531220257E-3,6.222629547E-2,6.475396481E-2
2.360011557E1,2.280646563E-2,-8.255586028E-3,-4.750633240E-2,5.333986495E-2
2.360484546E1,6.058543921E-3,-1.133278012E-3,-7.560253143E-2,7.585336533E-2
2.360957536E1,-2.957177162E-2,-1.775557548E-2,-1.580686569E-1,1.617882889E-1
2.361430525E1,1.101058722E-2,1.089791954E-2,-1.116409302E-1,1.127106693E-1
2.361903510E1,8.491992950E-3,-1.297479868E-2,2.936458588E-2,3.320750290E-2
2.362376499E1,1.795050502E-2,-2.715200186E-2,2.199649811E-2,3.928482868E-2
2.362849489E1,5.962848663E-3,-3.643428534E-2,1.025333405E-1,1.089775143E-1
2.363322473E1,1.226335764E-3,-2.901946008E-2,-9.775066376E-2,1.019746303E-1
2.363795463E1,-1.065041125E-2,-1.217054576E-2,-5.420112610E-2,5.656249211E-2
2.364268452E1,-2.474540472E-2,-5.247005820E-2,-4.662895203E-2,7.442916921E-2
2.364741442E1,-5.539888144E-2,-4.964215308E-2,5.990028381E-3,7.462747394E-2
2.365214426E1,-2.166703343E-2,-7.058078051E-2,-1.222648621E-1,1.428278804E-1
2.365687416E1,-2.432733774E-3,-4.623611271E-2,-4.527473450E-2,6.475722273E-2
2.366160406E1,7.087737322E-3,-2.446845174E-2,-3.777503967E-2,4.556198825E-2
2.366633390E1,-3.813374043E-2,-1.235106587E-2,-1.870298386E-1,1.912770020E-1
2.367106380E1,-2.596943080E-2,-4.541280121E-2,-4.776954651E-2,7.084252553E-2
2.367579369E1,1.226601005E-2,-1.409700513E-2,-6.161689758E-2,6.438806274E-2
2.368052359E1,-2.020239830E-3,-1.393531263E-2,-3.498840332E-2,3.771554950E-2
2.368525343E1,-6.747752428E-3,5.189761519E-3,-7.268333435E-2,7.318013993E-2
2.368998333E1,1.467943192E-2,1.228398085E-2,1.576519012E-2,2.479764357E-2
2.369471322E1,9.784579277E-3,9.852416813E-3,8.512496948E-3,1.628713336E-2
2.369944307E1,9.621292353E-3,-2.000041306E-3,3.693389893E-2,3.821887389E-2
