"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.501065752E1,-1.016765833E-3,-2.122491598E-2,-2.310009003E-1,2.319761772E-1
1.501538741E1,3.469264507E-2,-2.103169262E-2,-1.388597488E-1,1.446649286E-1
1.502011726E1,3.435134888E-2,2.873212099E-3,-3.941097260E-1,3.956143913E-1
1.502484715E1,4.356583953E-2,-4.313163459E-3,-5.855064392E-1,5.871408486E-1
1.502957705E1,3.840208054E-2,-6.635777652E-3,-5.141496658E-1,5.156245070E-1
1.503430689E1,7.129555941E-2,7.651090622E-3,-3.389263153E-1,3.464284099E-1
1.503903679E1,4.933768511E-2,2.825722098E-3,-2.625036240E-1,2.671148526E-1
1.504376668E1,-9.267032146E-4,1.468848437E-2,-2.769355774E-1,2.773263860E-1
1.504849653E1,-2.705886960E-2,2.170409262E-2,-3.980817795E-1,3.995902316E-1
1.505322642E1,6.380468607E-3,1.204220951E-2,-4.018859863E-1,4.021169870E-1
1.505795632E1,-3.193527460E-3,-1.415821165E-2,-3.391828537E-1,3.394932427E-1
1.506268616E1,3.957128525E-2,-1.639957726E-2,-3.553485870E-1,3.579210123E-1
1.506741606E1,5.894690752E-3,-1.390205324E-2,-4.022417068E-1,4.025250367E-1
1.507214595E1,2.235645056E-2,-1.139575988E-2,-2.849283218E-1,2.860311571E-1
1.507687580E1,4.345709085E-2,5.854815245E-4,-2.421913147E-1,2.460599408E-1
1.508160569E1,2.173119783E-2,2.193465829E-2,-2.995262146E-1,3.011134793E-1
1.508633559E1,-1.643238962E-2,2.411349863E-2,-3.136491776E-1,3.150036362E-1
1.509106543E1,-6.766647100E-3,2.155468613E-2,-3.775138855E-1,3.781892724E-1
1.509579533E1,-6.840594113E-2,-7.098428905E-3,-2.675313950E-1,2.762296287E-1
1.510052522E1,-3.705190122E-2,-1.174326986E-2,-3.056602478E-1,3.081216235E-1
1.510525507E1,-3.444862366E-2,7.336765528E-3,-3.553428650E-1,3.570841462E-1
1.510998496E1,-4.127955437E-2,-9.382434189E-3,-3.998661041E-1,4.021006502E-1
1.511471486E1,-1.246993244E-2,1.917302608E-2,-3.632955551E-1,3.640147861E-1
1.511944470E1,6.631016731E-3,7.102012634E-3,-3.745145798E-1,3.746406003E-1
1.512417460E1,8.982002735E-3,-1.193508506E-4,-3.476533890E-1,3.477694200E-1
1.512890450E1,-5.334168673E-3,1.886159182E-2,-4.254770279E-1,4.259282971E-1
1.513363439E1,-3.846800327E-2,4.712575674E-2,-5.097770691E-1,5.133938882E-1
1.513836423E1,-6.420302391E-2,4.434715956E-2,-4.912853241E-1,4.974434325E-1
1.514309413E1,-3.277227283E-2,3.918888792E-2,-5.536680222E-1,5.560198464E-1
1.514782397E1,-2.537289262E-2,-6.231032312E-3,-4.802036285E-1,4.809138533E-1
1.515255387E1,-2.987796068E-2,-8.593633771E-3,-4.856996536E-1,4.866936373E-1
1.515728377E1,-3.197079897E-2,-2.509620786E-2,-5.101413727E-1,5.117579230E-1
1.516201366E1,-3.407438099E-2,1.311548054E-2,-5.415039062E-1,5.427334150E-1
1.516674351E1,-2.894490957E-3,4.377474636E-2,-5.702304840E-1,5.719155632E-1
1.517147340E1,-3.135630488E-2,3.621932119E-2,-5.512351990E-1,5.533130232E-1
1.517620330E1,-3.578373790E-2,3.827921674E-2,-6.131181717E-1,6.153532862E-1
1.518093314E1,-1.174022257E-2,3.079749644E-2,-6.412487030E-1,6.420951781E-1
1.518566304E1,9.812235832E-3,1.860203594E-2,-6.430301666E-1,6.433740055E-1
1.519039293E1,-6.884723902E-3,6.536051631E-3,-6.875305176E-1,6.875960529E-1
1.519512278E1,-1.866675913E-2,-1.487109810E-2,-6.343193054E-1,6.347681299E-1
1.519985267E1,-2.090930939E-2,-1.467622817E-2,-6.646442413E-1,6.651349926E-1
1.520458257E1,-1.835738122E-2,-2.878418565E-2,-6.021251678E-1,6.030922322E-1
1.520931241E1,-1.822833717E-2,9.401932359E-3,-5.899848938E-1,5.903412941E-1
1.521404231E1,-2.756860852E-2,4.012111947E-2,-6.824092865E-1,6.841433817E-1
1.521877220E1,-3.208334744E-2,1.606065035E-2,-7.360773087E-1,7.369512128E-1
1.522350205E1,-1.281923056E-2,8.818969131E-3,-7.204456329E-1,7.206136391E-1
1.522823194E1,-1.980361342E-2,-1.978509128E-2,-6.313486099E-1,6.319689076E-1
1.523296184E1,-2.435566485E-2,1.123061031E-2,-5.572376251E-1,5.578826901E-1
1.523769168E1,1.146307588E-2,2.302235365E-2,-6.475601196E-1,6.480706284E-1
1.524242158E1,2.084004879E-2,-1.276715845E-2,-6.397886276E-1,6.402552585E-1
1.524715147E1,-3.871117532E-2,-1.027131826E-2,-6.510744095E-1,6.523050987E-1
1.525188132E1,-4.078653455E-2,-1.974987239E-2,-6.456489563E-1,6.472373395E-1
1.525661121E1,-2.147725224E-2,-2.191657573E-2,-6.046562195E-1,6.054343502E-1
1.526134111E1,-5.215841532E-2,-2.412038296E-2,-5.829982758E-1,5.858235935E-1
1.526607095E1,-1.376143098E-2,-9.687528014E-3,-5.733909607E-1,5.736378814E-1
1.527080085E1,-1.771926880E-3,7.000662386E-3,-6.089735031E-1,6.090163187E-1
1.527553075E1,-3.965768218E-2,1.879930496E-2,-6.228942871E-1,6.244384986E-1
1.528026059E1,-4.884806275E-2,4.439048469E-3,-6.770563126E-1,6.788306775E-1
1.528499048E1,-5.702570081E-3,2.043142915E-3,-6.334276199E-1,6.334565837E-1
1.528972038E1,-4.129065573E-2,-2.706237137E-3,-5.450534821E-1,5.466219354E-1
1.529445022E1,-1.722848415E-2,-2.881085128E-2,-5.096464157E-1,5.107507757E-1
1.529918012E1,-2.423158288E-2,-3.330530226E-2,-4.816570282E-1,4.834148380E-1
1.530391002E1,-2.637258172E-2,-9.243614972E-3,-4.871397018E-1,4.879406179E-1
1.530863991E1,-4.031185806E-2,9.841062129E-3,-5.638027191E-1,5.653276912E-1
1.531336976E1,-6.379649043E-2,-1.631541550E-2,-6.421966553E-1,6.455638845E-1
1.531809965E1,-3.714570403E-2,-6.586171687E-3,-5.323820114E-1,5.337169541E-1
1.532282955E1,8.330672979E-3,-1.366741210E-2,-5.208253860E-1,5.210712821E-1
1.532755939E1,2.016314864E-2,-3.970875591E-2,-5.188598633E-1,5.207676023E-1
1.533228929E1,3.904655576E-2,-3.229571879E-2,-5.857629776E-1,5.879506041E-1
1.533701913E1,3.165662289E-2,-3.441439569E-2,-6.758499146E-1,6.774655706E-1
1.534174903E1,1.234841347E-2,-1.754885167E-2,-7.153253555E-1,7.156471266E-1
1.534647892E1,4.543298483E-2,1.585131884E-2,-6.879959106E-1,6.896765861E-1
1.535120882E1,9.445637465E-3,1.573361456E-2,-5.540590286E-1,5.543628540E-1
1.535593866E1,4.595071077E-3,-1.289945841E-2,-5.636844635E-1,5.638507649E-1
1.536066856E1,9.254276752E-3,2.993052453E-2,-5.756053925E-1,5.764573235E-1
1.536539845E1,-1.928159595E-2,2.014507353E-2,-6.135454178E-1,6.141787880E-1
1.537012830E1,-2.621236444E-2,-3.464037180E-2,-6.487941742E-1,6.502468177E-1
1.537485819E1,1.677173376E-2,-4.151355475E-2,-5.982789993E-1,5.999520208E-1
1.537958809E1,-4.731908441E-3,-1.269070804E-2,-5.695514679E-1,5.697124886E-1
1.538431793E1,4.780083895E-3,1.586400717E-2,-5.529346466E-1,5.531828263E-1
1.538904783E1,4.270285368E-2,1.088905334E-2,-5.791912079E-1,5.808653549E-1
1.539377772E1,1.628914475E-2,4.164937511E-2,-5.743665695E-1,5.761049929E-1
1.539850757E1,1.380962133E-2,2.944514155E-2,-5.980701447E-1,5.989537711E-1
1.540323746E1,1.369771361E-2,-6.426028907E-3,-6.025819778E-1,6.027718982E-1
1.540796736E1,3.255304694E-2,-1.105219126E-2,-5.809402466E-1,5.819565464E-1
1.541269720E1,-1.765325665E-2,-4.890503734E-2,-5.167436600E-1,5.193528187E-1
1.541742710E1,6.184518337E-3,-5.085735768E-2,-5.385513306E-1,5.409826751E-1
1.542215700E1,1.563328505E-2,-1.245928556E-2,-5.103216171E-1,5.107130176E-1
1.542688684E1,-8.234426379E-3,-1.714220643E-2,-5.606756210E-1,5.609980508E-1
1.543161673E1,1.560616493E-2,1.981012523E-3,-4.919033051E-1,4.921547910E-1
1.543634663E1,3.582358360E-3,3.049705923E-2,-4.996728897E-1,5.006155218E-1
1.544107653E1,-2.261324227E-2,3.025862575E-2,-3.696784973E-1,3.716034641E-1
1.544580637E1,-8.148834109E-3,-3.188855946E-3,-2.953729630E-1,2.955025542E-1
1.545053627E1,-5.730107427E-3,2.534247190E-2,-4.021215439E-1,4.029600614E-1
1.545526611E1,-1.282781363E-2,4.651430249E-2,-5.151023865E-1,5.173573250E-1
1.545999600E1,-1.751920581E-2,2.248193324E-2,-5.345487595E-1,5.353080759E-1
1.546472590E1,-7.774829865E-4,-3.779098392E-3,-4.659919739E-1,4.660079461E-1
1.546945575E1,3.954023123E-3,-1.560340077E-2,-4.051275253E-1,4.054471756E-1
1.547418564E1,3.924787045E-3,8.256062865E-3,-3.115348816E-1,3.116689734E-1
1.547891554E1,-2.464824915E-2,2.001825720E-2,-3.469228745E-1,3.483730007E-1
1.548364538E1,-1.024845243E-2,2.458697557E-2,-3.867664337E-1,3.876826336E-1
1.548837528E1,8.806318045E-3,2.917079628E-2,-4.832563400E-1,4.842160435E-1
1.549310517E1,4.015296698E-3,1.472467929E-2,-3.344058990E-1,3.347540054E-1
1.549783507E1,-7.884636521E-3,4.780253768E-2,-3.933486938E-1,3.963211388E-1
1.550256491E1,-1.728489995E-2,1.652824134E-2,-3.402147293E-1,3.410542663E-1
1.550729481E1,-3.138205409E-2,1.405817270E-2,-3.278818130E-1,3.296800705E-1
1.551202470E1,-1.924610138E-2,-1.450695097E-2,-3.631362915E-1,3.639352006E-1
1.551675455E1,-2.620473504E-2,-1.682673395E-2,-3.411178589E-1,3.425364517E-1
1.552148444E1,-1.883304119E-2,7.043689489E-3,-3.430233002E-1,3.436121090E-1
1.552621434E1,-9.229809046E-3,6.972268224E-3,-4.185104370E-1,4.186702614E-1
1.553094418E1,-4.428043962E-3,3.301706910E-2,-3.841581345E-1,3.855998012E-1
1.553567408E1,2.735018730E-3,2.795477211E-2,-3.833312988E-1,3.843589914E-1
1.554040397E1,2.715915442E-3,3.243125975E-2,-3.397779465E-1,3.413329983E-1
1.554513382E1,-3.051427007E-2,1.790412515E-2,-3.037090302E-1,3.057627403E-1
1.554986371E1,-1.765906811E-3,2.249269187E-2,-3.201723099E-1,3.209662718E-1
1.555459361E1,-2.548870444E-2,-2.046750486E-2,-3.246278763E-1,3.262695984E-1
1.555932345E1,-3.002145886E-2,1.290088147E-2,-3.148012161E-1,3.164925377E-1
1.556405335E1,-3.651961684E-3,2.707992494E-2,-2.955589294E-1,2.968193726E-1
1.556878324E1,3.531426191E-3,2.449495345E-2,-1.981306076E-1,1.996702566E-1
1.557351309E1,-8.365303278E-3,2.193080634E-2,-2.795753479E-1,2.805589309E-1
1.557824298E1,5.899399519E-3,2.413702011E-2,-2.582502365E-1,2.594428325E-1
1.558297288E1,8.174210787E-3,-9.288080037E-3,-2.276058197E-1,2.279418683E-1
1.558770272E1,-1.331083477E-2,-1.394341886E-2,-1.711015701E-1,1.721840427E-1
1.559243262E1,1.054501534E-2,-9.118393064E-3,-2.076625824E-1,2.081299848E-1
1.559716252E1,-6.104364991E-3,-9.080410004E-3,-2.747850418E-1,2.750027933E-1
1.560189236E1,-1.554584503E-2,2.828724682E-3,-3.532171249E-1,3.535703782E-1
1.560662226E1,-1.306523383E-2,5.167357624E-3,-3.122863770E-1,3.126022763E-1
1.561135215E1,-5.776718259E-3,7.486499846E-3,-2.289638519E-1,2.291590357E-1
1.561608200E1,-1.274006069E-2,1.688272506E-2,-2.033176422E-1,2.044147724E-1
1.562081189E1,-2.207359672E-2,9.580180049E-3,-2.372379303E-1,2.384551511E-1
1.562554179E1,-1.473650336E-2,1.663831621E-2,-2.803707123E-1,2.812503056E-1
1.563027163E1,-2.170574665E-2,-4.852876067E-3,-3.136472702E-1,3.144348898E-1
1.563500153E1,-1.439875364E-2,-1.432095468E-2,-2.659244537E-1,2.666987607E-1
1.563973142E1,-2.371850610E-2,3.911554813E-6,-2.375946045E-1,2.387755507E-1
1.564446127E1,-6.818532944E-3,-1.425437629E-2,-2.474880219E-1,2.479919366E-1
1.564919116E1,-1.860208809E-2,-1.884239167E-2,-2.430515289E-1,2.444895072E-1
1.565392106E1,-1.824662089E-3,-1.632386446E-2,-1.840457916E-1,1.847773021E-1
1.565865095E1,-4.153475165E-3,-2.100215852E-2,-1.279087067E-1,1.296880074E-1
1.566338080E1,-1.595953107E-2,-2.089316398E-2,-1.553335190E-1,1.575427975E-1
1.566811069E1,1.984244585E-2,-4.139341414E-3,-2.869939804E-1,2.877088834E-1
1.567284059E1,4.107481241E-2,-8.891731501E-3,-3.534545898E-1,3.559443077E-1
1.567757043E1,2.171662450E-2,5.442745984E-3,-3.196430206E-1,3.204261161E-1
1.568230033E1,3.338339925E-2,3.011338413E-3,-2.315092087E-1,2.339231353E-1
1.568703022E1,3.076139092E-2,-1.601884514E-2,-1.512327194E-1,1.551586349E-1
1.569176007E1,6.820559502E-3,-4.053182900E-3,-1.879615784E-1,1.881289538E-1
1.569648996E1,4.393517971E-3,-2.537124604E-2,-2.504978180E-1,2.518177117E-1
1.570121986E1,1.986414194E-3,-2.746592462E-2,-3.148851395E-1,3.160869721E-1
1.570594970E1,2.334085107E-2,6.095699966E-3,-3.027629852E-1,3.037225347E-1
1.571067960E1,2.317723632E-2,2.268013358E-2,-1.839075089E-1,1.867445971E-1
1.571540950E1,8.769810200E-3,-1.208260655E-3,-1.372652054E-1,1.375503765E-1
1.572013934E1,1.551061869E-3,-2.252489328E-2,-2.025966644E-1,2.038508892E-1
1.572486923E1,-1.985184848E-2,-2.234834433E-2,-2.341470718E-1,2.360474436E-1
1.572959913E1,2.299839258E-2,-3.399222344E-2,-1.657171249E-1,1.707236446E-1
1.573432897E1,2.275690436E-2,-4.076417536E-2,-1.382188797E-1,1.458905528E-1
1.573905887E1,1.779633760E-2,-2.851167321E-2,-7.771205902E-2,8.466870295E-2
1.574378877E1,-3.715023398E-3,-1.644035429E-2,-1.530370712E-1,1.539624364E-1
1.574851861E1,-2.032603323E-2,2.704560757E-3,-1.683797836E-1,1.696237419E-1
1.575324850E1,-3.204974532E-2,2.403893322E-2,-2.002134323E-1,2.041824551E-1
1.575797840E1,-1.521283388E-2,2.153308690E-2,-1.866731644E-1,1.885257925E-1
1.576270824E1,-5.304160714E-2,7.124923170E-3,-1.257638931E-1,1.366774796E-1
1.576743814E1,2.009749413E-3,-4.145503044E-5,-8.910465240E-2,8.912732404E-2
1.577216804E1,-1.462236047E-2,-3.558544815E-2,-4.087829590E-2,5.613530637E-2
1.577689788E1,-7.347822189E-3,-2.337686718E-2,-1.449995041E-1,1.470555154E-1
1.578162778E1,-1.912681758E-2,-2.319320291E-2,-2.007722855E-1,2.030105180E-1
1.578635767E1,-1.184161007E-2,-1.586349308E-2,-1.943511963E-1,1.953567548E-1
1.579108752E1,-1.886172593E-2,8.024893701E-3,-1.594924927E-1,1.608042874E-1
1.579581741E1,-2.584989369E-2,-1.444175839E-3,-1.937751770E-1,1.954971147E-1
1.580054731E1,4.313886166E-4,-2.270580083E-2,-1.541709900E-1,1.558346356E-1
1.580527715E1,2.414578199E-2,-3.483586013E-3,-1.125240326E-1,1.151382303E-1
1.581000705E1,2.392196655E-2,8.458159864E-3,-4.273605347E-2,4.970081708E-2
1.581473694E1,2.135214210E-2,-1.293841004E-2,-1.017332077E-1,1.047519068E-1
1.581946684E1,1.405572891E-2,-8.066870272E-3,-1.721096039E-1,1.728709162E-1
1.582419668E1,1.629015803E-2,-3.209389746E-3,-2.680139542E-1,2.685277436E-1
1.582892658E1,2.325394750E-2,-1.976045966E-2,-2.206707001E-1,2.227706886E-1
1.583365642E1,1.831555367E-2,4.214675352E-2,-1.808462143E-1,1.865935732E-1
1.583838632E1,1.819339395E-2,-8.971989155E-4,-1.793394089E-1,1.802621095E-1
1.584311621E1,3.827393055E-3,2.521479875E-2,-1.944637299E-1,1.961289811E-1
1.584784611E1,1.564335823E-2,2.736696601E-2,-1.952161789E-1,1.977448406E-1
1.585257595E1,1.245230436E-3,1.037962735E-3,-1.912145615E-1,1.912214331E-1
1.585730585E1,1.791056991E-2,1.766302437E-2,-2.323570251E-1,2.337146938E-1
1.586203575E1,1.069554687E-2,1.278220117E-2,-2.351703644E-1,2.357602165E-1
1.586676559E1,1.055735350E-2,-1.345104724E-2,-2.522029877E-1,2.527819918E-1
1.587149548E1,9.502172470E-4,-1.337655634E-2,-2.121143341E-1,2.125378223E-1
1.587622538E1,2.708807588E-2,-8.528612554E-3,-1.628646851E-1,1.653221302E-1
1.588095522E1,-8.745640516E-3,1.524706930E-2,-1.899995804E-1,1.908109009E-1
1.588568512E1,-2.053956687E-2,-1.563087106E-3,-2.287769318E-1,2.297024196E-1
1.589041502E1,1.047238708E-2,2.932780236E-2,-2.482366562E-1,2.501823902E-1
1.589514486E1,-2.050219476E-2,1.957354695E-2,-1.820669174E-1,1.842602131E-1
1.589987476E1,-8.483111858E-3,4.326254129E-4,-1.188201904E-1,1.191234150E-1
1.590460465E1,-1.070266962E-2,1.943902671E-2,-4.660701752E-2,5.162012184E-2
1.590933450E1,-1.527845860E-2,9.769357741E-3,-9.133052826E-2,9.311357065E-2
1.591406439E1,1.551210880E-3,-4.594497383E-3,-1.617956161E-1,1.618682707E-1
1.591879429E1,-1.264975965E-2,-1.881218702E-2,-1.224632263E-1,1.245437939E-1
1.592352413E1,-1.256687939E-2,-6.795756519E-3,-1.285648346E-1,1.293561961E-1
1.592825403E1,-1.485911012E-2,-2.094293386E-2,-1.274929047E-1,1.300532213E-1
1.593298392E1,-1.006239653E-2,7.763184607E-3,-1.311750412E-1,1.317892647E-1
1.593771377E1,-7.600456476E-3,1.243569702E-2,-7.310199738E-2,7.454069707E-2
1.594244366E1,1.143297553E-2,2.822950482E-3,-3.925418854E-2,4.098259749E-2
1.594717356E1,-5.330577493E-3,-1.617912203E-2,-2.942943573E-2,3.400398114E-2
1.595190340E1,-1.952742040E-2,5.629286170E-4,-1.835031509E-1,1.845400863E-1
1.595663330E1,-1.463887095E-2,-4.201136529E-3,-2.508239746E-1,2.512859175E-1
1.596136319E1,-1.931439340E-2,-8.899785578E-3,-2.036228180E-1,2.047303201E-1
1.596609304E1,-1.920263469E-2,-2.068173885E-2,-8.796501160E-2,9.238137673E-2
1.597082293E1,-2.446934581E-3,-2.054905146E-2,-1.600742340E-2,2.616273321E-2
1.597555283E1,-9.598731995E-3,-1.329502463E-2,-1.108388901E-1,1.120453162E-1
1.598028267E1,-1.671710610E-2,5.822859704E-3,-1.858854294E-1,1.867264314E-1
1.598501257E1,-2.356007695E-3,1.285785437E-2,-2.223234177E-1,2.227073803E-1
1.598974246E1,4.816144705E-3,1.751363277E-2,-1.587429047E-1,1.597786981E-1
1.599447231E1,5.719065666E-5,1.025842130E-2,-1.099376678E-1,1.104152584E-1
1.599920220E1,1.387000084E-4,1.965557784E-2,-1.303920746E-1,1.318652877E-1
1.600393210E1,-6.955146790E-3,1.473098248E-2,-1.672935486E-1,1.680848218E-1
1.600866200E1,9.725779295E-3,1.699771732E-2,-1.492805481E-1,1.505596069E-1
1.601339184E1,1.677140594E-2,2.794712782E-4,-9.105777740E-2,9.258983199E-2
1.601812173E1,4.264712334E-5,5.013652146E-3,-1.354084015E-1,1.355011945E-1
1.602285163E1,-2.143546939E-3,-1.651278138E-2,-2.055110931E-1,2.061845682E-1
1.602758147E1,-1.636663079E-2,-1.870761812E-2,-3.035125732E-1,3.045286911E-1
1.603231137E1,-2.110648155E-2,-8.934311569E-3,-2.772369385E-1,2.781827197E-1
1.603704127E1,2.180829644E-2,6.791278720E-4,-1.206064224E-1,1.225641552E-1
1.604177111E1,9.786427021E-3,2.984561026E-3,-3.888225555E-2,4.020586469E-2
1.604650100E1,1.928475499E-2,5.488470197E-4,-6.942462921E-2,7.205541027E-2
1.605123090E1,9.657472372E-3,-1.613925397E-2,-2.492837906E-1,2.499923010E-1
1.605596074E1,7.207095623E-3,-2.316388488E-2,-3.113098145E-1,3.122535962E-1
1.606069064E1,-9.494155645E-3,-1.640200615E-3,-2.422380447E-1,2.424295765E-1
1.606542054E1,4.808008671E-3,-6.384417415E-3,-1.262588501E-1,1.265115606E-1
1.607015038E1,-9.420663118E-3,7.928252220E-3,-8.722019196E-2,8.808500418E-2
1.607488028E1,-1.403385401E-2,-1.351618022E-2,-1.695919037E-1,1.707074983E-1
1.607961017E1,2.680003643E-3,-8.639223874E-3,-2.251567841E-1,2.253384033E-1
1.608434002E1,-4.486873746E-3,5.693659186E-3,-1.781702042E-1,1.783176139E-1
1.608906991E1,2.172300220E-2,-1.098313183E-2,-1.244564056E-1,1.268144902E-1
1.609379981E1,3.584283590E-2,-3.755308688E-3,-9.730434418E-2,1.037638985E-1
1.609852965E1,2.135580778E-2,-1.085747778E-2,-1.249856949E-1,1.272610674E-1
1.610325955E1,-7.334619761E-3,-1.075243205E-2,-2.212829590E-1,2.216654222E-1
1.610798944E1,-7.270187140E-3,-2.729433775E-2,-1.743307114E-1,1.766041716E-1
1.611271929E1,1.893565059E-2,-1.758275181E-2,-6.366825104E-2,6.871214023E-2
1.611744918E1,2.188444138E-3,-2.929312736E-2,-1.090717316E-2,3.133437449E-2
1.612217908E1,-1.919351518E-2,-7.719725370E-3,-2.743530273E-2,3.436103929E-2
1.612690892E1,-2.377885580E-2,-5.461424589E-4,-1.554117203E-1,1.572212933E-1
1.613163882E1,-4.584178329E-3,3.030987829E-2,-1.588649750E-1,1.617954996E-1
1.613636871E1,-1.876126230E-2,1.555062830E-3,-1.053104401E-1,1.069798671E-1
1.614109861E1,-1.857556403E-2,1.105181873E-2,-8.544063568E-2,8.813226709E-2
1.614582845E1,-6.546705961E-3,-3.271333873E-3,-3.249835968E-2,3.331222548E-2
1.615055835E1,-1.835899055E-2,6.267793477E-3,-1.085948944E-2,2.223210022E-2
1.615528824E1,-1.585480571E-2,-3.267191350E-3,-6.062507629E-2,6.274909783E-2
1.616001809E1,-6.249606609E-3,-1.035000384E-2,-1.313438416E-1,1.318991466E-1
1.616474798E1,-1.088993251E-2,1.620814204E-3,-1.848554611E-1,1.851830424E-1
1.616947788E1,-1.786573231E-2,1.594856381E-3,-1.951875687E-1,1.960099868E-1
1.617420772E1,-2.246154845E-2,8.744835854E-3,-1.484527588E-1,1.503968580E-1
1.617893762E1,1.571533084E-2,1.818237454E-2,-9.023666382E-2,9.338214960E-2
1.618366752E1,2.271100879E-2,-5.694650114E-3,-4.674911499E-2,5.228478471E-2
1.618839736E1,2.255222201E-2,-9.092018008E-4,-1.152114868E-1,1.174015164E-1
1.619312726E1,3.183880448E-2,1.333297044E-2,-1.166238785E-1,1.216248601E-1
1.619785715E1,-6.409287453E-3,6.087698042E-3,-1.346454620E-1,1.349353159E-1
1.620258700E1,-1.110027730E-2,-1.122750342E-3,-1.216535568E-1,1.221640889E-1
1.620731689E1,-1.559808850E-3,2.261708677E-2,-9.927082062E-2,1.018266244E-1
1.621204679E1,-1.103948057E-2,1.769556850E-2,-6.283187866E-2,6.620308340E-2
1.621677663E1,-1.091732085E-2,2.465955168E-2,-1.026687622E-1,1.061515714E-1
1.622150653E1,-6.100088358E-3,-4.019759595E-3,-1.018123627E-1,1.020741237E-1
1.622623642E1,-2.501200140E-2,-8.718580008E-3,-1.080884933E-1,1.112867299E-1
1.623096627E1,-1.767691970E-2,2.698224038E-2,-1.000642776E-1,1.051350296E-1
1.623569616E1,8.668959141E-3,-6.490960717E-3,-3.038215637E-2,3.225459424E-2
1.624042606E1,1.530379057E-3,-3.256421536E-2,-1.588726044E-2,3.626534470E-2
1.624515590E1,8.617445827E-3,-6.188936532E-3,-2.525043488E-2,2.738882563E-2
1.624988580E1,1.335060596E-2,-1.329632849E-2,-8.439540863E-2,8.647320989E-2
1.625461569E1,8.573383093E-3,8.196339011E-3,-1.311769485E-1,1.317120902E-1
1.625934554E1,1.322761178E-2,1.521252841E-2,-8.497428894E-2,8.733281465E-2
1.626407543E1,-1.150473952E-3,-6.293997169E-3,-6.052398682E-2,6.086124359E-2
1.626880533E1,-1.778285205E-2,-6.227746606E-3,-2.440643311E-2,3.083323908E-2
1.627353517E1,3.736257553E-3,1.048394293E-2,-2.895259857E-2,3.101815023E-2
1.627826507E1,-5.787849426E-3,-3.833800554E-3,-4.770374298E-2,4.820626849E-2
1.628299496E1,6.082266569E-3,-1.565807313E-2,-7.341957092E-2,7.531668218E-2
1.628772481E1,-3.461107612E-3,-1.076405495E-2,-1.084213257E-1,1.090093024E-1
1.629245470E1,1.316446066E-2,-1.162536442E-3,-1.241359711E-1,1.248374697E-1
1.629718460E1,2.260738611E-2,1.209594309E-3,-1.492185593E-1,1.509262583E-1
1.630191450E1,2.719712257E-2,8.284039795E-3,-1.361055374E-1,1.390432526E-1
1.630664434E1,-3.863915801E-3,5.802221596E-3,-1.017341614E-1,1.019727180E-1
1.631137423E1,-6.124168634E-3,1.758526266E-2,-8.189582825E-2,8.398615117E-2
1.631610408E1,-1.079191267E-2,2.452253550E-2,-9.071063995E-2,9.458456707E-2
1.632083397E1,-2.014254034E-2,2.428027242E-2,-1.208209991E-1,1.248718038E-1
1.632556387E1,-1.279650629E-2,-1.157291234E-2,-1.506795883E-1,1.516641725E-1
1.633029377E1,-5.511403084E-3,-6.713673472E-3,-1.470508575E-1,1.473071746E-1
1.633502361E1,8.783042431E-3,-1.894935966E-3,-1.007165909E-1,1.011165876E-1
1.633975350E1,1.586209238E-2,-1.917041838E-3,-5.951786041E-2,6.162513069E-2
1.634448335E1,1.575943828E-2,5.208969116E-3,-1.278734207E-1,1.289461321E-1
1.634921324E1,-1.296281815E-2,1.232869178E-2,-1.457977295E-1,1.468911475E-1
1.635394314E1,-1.047703624E-2,1.224044710E-2,-1.042222977E-1,1.054603440E-1
1.635867304E1,-1.508204639E-2,-9.266756475E-3,-7.011795044E-2,7.231782541E-2
1.636340288E1,-7.804408669E-3,-1.395024359E-2,-4.341793060E-2,4.626699459E-2
1.636813278E1,-1.496323943E-2,-1.923292875E-3,-6.204700470E-2,6.385474440E-2
1.637286267E1,-1.960968971E-2,-1.611218601E-2,-4.965686798E-2,5.576689884E-2
1.637759252E1,-3.126133978E-2,-1.124202460E-2,-6.510734558E-3,3.385327380E-2
1.638232241E1,-1.670025289E-2,-1.116073877E-2,6.637573242E-4,2.009729112E-2
1.638705231E1,1.195849478E-2,-1.107942313E-2,-3.020668030E-2,3.432495811E-2
1.639178215E1,-4.703924060E-3,1.039544493E-2,-6.319427490E-2,6.421610824E-2
1.639651205E1,4.861637950E-3,1.509778202E-2,-7.928562164E-2,8.085659123E-2
1.640124194E1,-1.651641726E-2,7.890194654E-3,-9.287071228E-2,9.465736321E-2
1.640597179E1,-1.637545228E-2,5.490250885E-3,-4.936218262E-2,5.229649477E-2
1.641070168E1,2.653136849E-3,3.137193620E-3,-3.707599640E-2,3.730295736E-2
1.641543158E1,1.920159161E-2,7.874548435E-3,2.733707428E-2,3.432237264E-2
1.642016142E1,1.429662108E-2,1.257099211E-2,-1.325130463E-2,2.319526442E-2
1.642489132E1,4.684776068E-3,7.733151317E-3,-6.017684937E-3,1.086099848E-2
1.642962121E1,-1.677004993E-2,5.335934460E-3,-6.769466400E-2,6.994479470E-2
1.643435106E1,-2.137440443E-2,1.242982596E-2,-9.324550629E-2,9.646807856E-2
