"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
9.463489895E0,2.273181528E-1,-8.135596663E-2,9.930811882E0,9.933746371E0
9.465854843E0,2.081755698E-1,-6.939185411E-2,9.933204651E0,9.935628160E0
9.468219791E0,2.057827413E-1,-7.417750359E-2,9.928419113E0,9.930828512E0
9.470584739E0,2.009970993E-1,-6.221338734E-2,9.930811882E0,9.933040571E0
9.472949687E0,2.081755698E-1,-6.939185411E-2,9.930811882E0,9.933235975E0
9.475314635E0,2.009970993E-1,-6.699903309E-2,9.935597420E0,9.937856147E0
9.477679583E0,2.201396823E-1,-5.982056633E-2,9.935597420E0,9.938215940E0
9.480044531E0,2.201396823E-1,-8.614161611E-2,9.942776680E0,9.945586457E0
9.482409478E0,2.368894368E-1,-9.571290761E-2,9.928419113E0,9.931705979E0
9.484774426E0,2.297109663E-1,-8.374879509E-2,9.937990189E0,9.940997434E0
9.487139374E0,2.225325108E-1,-8.614161611E-2,9.937990189E0,9.940854595E0
9.489504374E0,1.986042857E-1,-5.982056633E-2,9.937990189E0,9.940154483E0
9.491869322E0,2.201396823E-1,-4.546362907E-2,9.949954987E0,9.952493791E0
9.494234270E0,2.057827413E-1,-5.982056633E-2,9.937990189E0,9.940300500E0
9.496599218E0,2.009970993E-1,-9.092725813E-2,9.928419113E0,9.930869735E0
9.498964166E0,2.033899277E-1,-8.374879509E-2,9.926026344E0,9.928463139E0
9.501329114E0,2.225325108E-1,-7.657032460E-2,9.945169449E0,9.947953513E0
9.503694062E0,2.273181528E-1,-6.460621208E-2,9.952347755E0,9.955153105E0
9.506059010E0,2.321037948E-1,-7.417750359E-2,9.949954987E0,9.952938195E0
9.508423958E0,2.225325108E-1,-8.135596663E-2,9.952347755E0,9.955167771E0
9.510788906E0,2.368894368E-1,-8.853443712E-2,9.940383911E0,9.943600316E0
9.513153853E0,2.273181528E-1,-6.699903309E-2,9.928419113E0,9.931247077E0
9.515518801E0,2.225325108E-1,-7.178468257E-2,9.935597420E0,9.938348447E0
9.517883749E0,2.153540403E-1,-7.896314561E-2,9.926026344E0,9.928676222E0
9.520248697E0,2.153540403E-1,-8.135596663E-2,9.923633575E0,9.926303415E0
9.522613645E0,2.225325108E-1,-8.853443712E-2,9.942776680E0,9.945660721E0
9.524978593E0,2.297109663E-1,-7.417750359E-2,9.933204651E0,9.936137281E0
9.527343541E0,2.249253243E-1,-5.742774159E-2,9.906884193E0,9.909603613E0
9.529708489E0,2.201396823E-1,-6.939185411E-2,9.911669731E0,9.914356942E0
9.532073437E0,2.201396823E-1,-7.178468257E-2,9.926026344E0,9.928726681E0
9.534438385E0,2.297109663E-1,-8.614161611E-2,9.947562218E0,9.950586997E0
9.536803333E0,2.057827413E-1,-6.699903309E-2,9.949954987E0,9.952308257E0
9.539168281E0,2.033899277E-1,-7.178468257E-2,9.937990189E0,9.940330452E0
9.541533228E0,2.105683982E-1,-7.896314561E-2,9.933204651E0,9.935750040E0
9.543898176E0,2.105683982E-1,-6.221338734E-2,9.947562218E0,9.949985107E0
9.546263124E0,2.201396823E-1,-6.699903309E-2,9.947562218E0,9.950223335E0
9.548628072E0,2.081755698E-1,-6.460621208E-2,9.947562218E0,9.949950005E0
9.550993020E0,1.986042857E-1,-7.178468257E-2,9.940383911E0,9.942626866E0
9.553357968E0,2.177468538E-1,-6.460621208E-2,9.940383911E0,9.942978425E0
9.555722916E0,2.153540403E-1,-6.939185411E-2,9.935597420E0,9.938173307E0
9.558087864E0,2.177468538E-1,-5.982056633E-2,9.928419113E0,9.930986773E0
9.560452812E0,2.153540403E-1,-6.699903309E-2,9.933204651E0,9.935764735E0
9.562817812E0,2.129612118E-1,-6.221338734E-2,9.921240807E0,9.923721183E0
9.565182708E0,2.177468538E-1,-7.417750359E-2,9.935597420E0,9.938260013E0
9.567547656E0,2.081755698E-1,-6.939185411E-2,9.937990189E0,9.940412531E0
9.569912603E0,2.153540403E-1,-7.896314561E-2,9.940383911E0,9.943029963E0
9.572277603E0,2.057827413E-1,-8.135596663E-2,9.940383911E0,9.942846556E0
9.574642551E0,2.129612118E-1,-7.178468257E-2,9.928419113E0,9.930962270E0
9.577007499E0,2.105683982E-1,-6.939185411E-2,9.921240807E0,9.923717722E0
9.579372447E0,2.177468538E-1,-7.896314561E-2,9.933204651E0,9.935904765E0
9.581737395E0,2.153540403E-1,-5.264209956E-2,9.933204651E0,9.935678295E0
9.584102343E0,2.129612118E-1,-7.417750359E-2,9.923633575E0,9.926195551E0
9.586467291E0,2.081755698E-1,-8.135596663E-2,9.928419113E0,9.930934596E0
9.588832239E0,2.081755698E-1,-7.896314561E-2,9.942776680E0,9.945269245E0
9.591197187E0,2.105683982E-1,-7.178468257E-2,9.933204651E0,9.935695583E0
9.593562135E0,2.129612118E-1,-8.614161611E-2,9.947562218E0,9.950214416E0
9.595927083E0,2.321037948E-1,-1.076770201E-1,9.945169449E0,9.948460277E0
9.598292031E0,2.129612118E-1,-7.896314561E-2,9.935597420E0,9.938193183E0
9.600656978E0,2.201396823E-1,-5.982056633E-2,9.933204651E0,9.935823802E0
9.603021926E0,2.249253243E-1,-7.417750359E-2,9.930811882E0,9.933635706E0
9.605386874E0,2.368894368E-1,-9.332008660E-2,9.928419113E0,9.931683207E0
9.607751822E0,2.249253243E-1,-7.896314561E-2,9.928419113E0,9.931280515E0
9.610116770E0,2.153540403E-1,-6.939185411E-2,9.926026344E0,9.928604715E0
9.612481718E0,2.177468538E-1,-7.417750359E-2,9.940383911E0,9.943045222E0
9.614846666E0,2.033899277E-1,-7.657032460E-2,9.947562218E0,9.949935907E0
9.617211614E0,2.033899277E-1,-8.614161611E-2,9.935597420E0,9.938052321E0
9.619576562E0,1.914258152E-1,-8.614161611E-2,9.928419113E0,9.930637961E0
9.621941510E0,2.057827413E-1,-7.896314561E-2,9.935597420E0,9.938041950E0
9.624306458E0,2.177468538E-1,-7.417750359E-2,9.945169449E0,9.947829480E0
9.626671406E0,2.249253243E-1,-7.178468257E-2,9.935597420E0,9.938402313E0
9.629036353E0,2.177468538E-1,-7.178468257E-2,9.935597420E0,9.938242441E0
9.631401301E0,1.986042857E-1,-7.657032460E-2,9.933204651E0,9.935484956E0
9.633766249E0,2.057827413E-1,-8.853443712E-2,9.937990189E0,9.940514769E0
9.636131197E0,2.105683982E-1,-6.699903309E-2,9.942776680E0,9.945231824E0
9.638496145E0,2.081755698E-1,-7.896314561E-2,9.947562218E0,9.950053584E0
9.640861093E0,2.249253243E-1,-6.699903309E-2,9.942776680E0,9.945546158E0
9.643226041E0,2.201396823E-1,-5.024927482E-2,9.933204651E0,9.935770786E0
9.645590989E0,2.177468538E-1,-7.896314561E-2,9.923633575E0,9.926336293E0
9.647955937E0,2.225325108E-1,-9.810572863E-2,9.935597420E0,9.938573416E0
9.650320885E0,2.201396823E-1,-7.896314561E-2,9.942776680E0,9.945526872E0
9.652685833E0,2.249253243E-1,-7.178468257E-2,9.937990189E0,9.940794406E0
9.655050781E0,2.225325108E-1,-5.264209956E-2,9.933204651E0,9.935836479E0
9.657415728E0,2.057827413E-1,-5.264209956E-2,9.923633575E0,9.925906561E0
9.659780728E0,1.962114573E-1,-5.503492057E-2,9.940383911E0,9.942472533E0
9.662145676E0,2.033899277E-1,-8.853443712E-2,9.942776680E0,9.945250822E0
9.664510572E0,1.962114573E-1,-8.614161611E-2,9.947562218E0,9.949870019E0
9.666875520E0,2.129612118E-1,-9.332008660E-2,9.949954987E0,9.952671267E0
9.669240520E0,2.129612118E-1,-8.135596663E-2,9.940383911E0,9.942997716E0
9.671605468E0,2.249253243E-1,-9.571290761E-2,9.940383911E0,9.943388993E0
9.673970416E0,2.321037948E-1,-8.135596663E-2,9.930811882E0,9.933857035E0
9.676335364E0,2.129612118E-1,-8.135596663E-2,9.933204651E0,9.935820344E0
9.678700312E0,2.273181528E-1,-6.460621208E-2,9.945169449E0,9.947976823E0
9.681065260E0,2.273181528E-1,-6.460621208E-2,9.940383911E0,9.943192636E0
9.683430208E0,2.081755698E-1,-7.896314561E-2,9.945169449E0,9.947661414E0
9.685795156E0,2.177468538E-1,-7.417750359E-2,9.942776680E0,9.945437351E0
9.688160103E0,2.081755698E-1,-8.374879509E-2,9.935597420E0,9.938130962E0
9.690525051E0,2.033899277E-1,-8.614161611E-2,9.928419113E0,9.930875789E0
9.692889999E0,2.081755698E-1,-7.417750359E-2,9.935597420E0,9.938054913E0
9.695254947E0,2.057827413E-1,-7.417750359E-2,9.947562218E0,9.949966981E0
9.697619895E0,2.009970993E-1,-7.178468257E-2,9.952347755E0,9.954636042E0
9.699984843E0,2.033899277E-1,-6.699903309E-2,9.933204651E0,9.935512617E0
9.702349791E0,2.297109663E-1,-7.178468257E-2,9.921240807E0,9.924159376E0
9.704714739E0,2.273181528E-1,-6.699903309E-2,9.930811882E0,9.933639164E0
9.707079687E0,2.273181528E-1,-7.417750359E-2,9.945169449E0,9.948043587E0
9.709444635E0,2.153540403E-1,-9.332008660E-2,9.937990189E0,9.940761288E0
9.711809583E0,2.081755698E-1,-8.374879509E-2,9.930811882E0,9.933346645E0
9.714174531E0,2.177468538E-1,-9.092725813E-2,9.935597420E0,9.938399144E0
9.716539478E0,2.225325108E-1,-8.853443712E-2,9.937990189E0,9.940875618E0
9.718904426E0,2.153540403E-1,-8.614161611E-2,9.942776680E0,9.945481680E0
9.721269374E0,2.129612118E-1,-8.135596663E-2,9.933204651E0,9.935820344E0
9.723634322E0,2.033899277E-1,-7.417750359E-2,9.921240807E0,9.923602617E0
9.725999270E0,2.225325108E-1,-8.135596663E-2,9.926026344E0,9.928853836E0
9.728364218E0,2.321037948E-1,-6.460621208E-2,9.942776680E0,9.945695262E0
9.730729166E0,2.225325108E-1,-7.178468257E-2,9.921240807E0,9.923995813E0
9.733094114E0,2.201396823E-1,-6.699903309E-2,9.937990189E0,9.940653869E0
9.735459062E0,2.057827413E-1,-5.503492057E-2,9.949954987E0,9.952234905E0
9.737824010E0,2.033899277E-1,-5.742774159E-2,9.937990189E0,9.940237140E0
9.740188958E0,2.177468538E-1,-6.699903309E-2,9.916455269E0,9.919071915E0
9.742553958E0,2.129612118E-1,-7.178468257E-2,9.914062500E0,9.916609338E0
9.744918906E0,2.105683982E-1,-7.657032460E-2,9.937990189E0,9.940515633E0
9.747283853E0,2.201396823E-1,-8.614161611E-2,9.942776680E0,9.945586457E0
9.749648801E0,2.225325108E-1,-6.460621208E-2,9.942776680E0,9.945476499E0
9.752013749E0,2.153540403E-1,-7.417750359E-2,9.940383911E0,9.942993109E0
9.754378697E0,2.177468538E-1,-8.135596663E-2,9.928419113E0,9.931139843E0
9.756743645E0,2.153540403E-1,-7.417750359E-2,9.926026344E0,9.928639315E0
9.759108593E0,2.009970993E-1,-9.092725813E-2,9.928419113E0,9.930869735E0
9.761473541E0,2.105683982E-1,-9.571290761E-2,9.935597420E0,9.938289395E0
9.763838489E0,2.081755698E-1,-8.374879509E-2,9.937990189E0,9.940523121E0
9.766203437E0,2.033899277E-1,-6.699903309E-2,9.940383911E0,9.942690211E0
9.768568385E0,2.201396823E-1,-6.939185411E-2,9.930811882E0,9.933493914E0
9.770933333E0,2.177468538E-1,-7.417750359E-2,9.937990189E0,9.940652141E0
9.773298281E0,2.009970993E-1,-6.221338734E-2,9.935597420E0,9.937825035E0
9.775663228E0,1.962114573E-1,-6.221338734E-2,9.940383911E0,9.942514860E0
9.778028176E0,2.153540403E-1,-8.614161611E-2,9.940383911E0,9.943089562E0
9.780393124E0,2.225325108E-1,-8.374879509E-2,9.937990189E0,9.940834148E0
9.782758072E0,2.057827413E-1,-1.004985496E-1,9.942776680E0,9.945413747E0
9.785123020E0,2.201396823E-1,-9.571290761E-2,9.933204651E0,9.936104724E0
9.787487968E0,2.321037948E-1,-9.332008660E-2,9.928419113E0,9.931570213E0
9.789852916E0,2.153540403E-1,-7.178468257E-2,9.933204651E0,9.935798158E0
9.792217864E0,1.986042857E-1,-5.503492057E-2,9.935597420E0,9.937734580E0
9.794582812E0,1.986042857E-1,-5.503492057E-2,9.940383911E0,9.942520043E0
9.796947760E0,2.081755698E-1,-7.896314561E-2,9.928419113E0,9.930915282E0
9.799312708E0,2.081755698E-1,-7.178468257E-2,9.926026344E0,9.928468618E0
9.801677656E0,2.105683982E-1,-8.374879509E-2,9.933204651E0,9.935789226E0
9.804042603E0,1.914258152E-1,-8.135596663E-2,9.940383911E0,9.942559778E0
9.806407551E0,2.057827413E-1,-7.657032460E-2,9.942776680E0,9.945200735E0
9.808772499E0,2.009970993E-1,-8.853443712E-2,9.933204651E0,9.935632482E0
9.811137447E0,2.105683982E-1,-7.178468257E-2,9.928419113E0,9.930911246E0
9.813502395E0,2.297109663E-1,-6.699903309E-2,9.926026344E0,9.928910060E0
9.815867343E0,2.105683982E-1,-7.657032460E-2,9.930811882E0,9.933339152E0
9.818232291E0,2.225325108E-1,-6.699903309E-2,9.926026344E0,9.928746576E0
9.820597239E0,2.249253243E-1,-5.982056633E-2,9.935597420E0,9.938323097E0
9.822962187E0,2.201396823E-1,-5.264209956E-2,9.928419113E0,9.930998880E0
9.825327135E0,2.321037948E-1,-3.110669367E-2,9.952347755E0,9.955102493E0
9.827692083E0,2.177468538E-1,-6.699903309E-2,9.942776680E0,9.945386401E0
9.830057083E0,2.129612118E-1,-7.178468257E-2,9.942776680E0,9.945316165E0
9.832422031E0,2.201396823E-1,-7.178468257E-2,9.945169449E0,9.947864589E0
9.834786978E0,2.201396823E-1,-8.614161611E-2,9.949954987E0,9.952762737E0
9.837151926E0,1.914258152E-1,-6.699903309E-2,9.940383911E0,9.942452666E0
9.839516874E0,1.938186288E-1,-5.742774159E-2,9.933204651E0,9.935261358E0
9.841881822E0,1.962114573E-1,-7.657032460E-2,9.933204651E0,9.935437413E0
9.844246770E0,2.081755698E-1,-8.853443712E-2,9.940383911E0,9.942957695E0
9.846611718E0,2.153540403E-1,-6.939185411E-2,9.933204651E0,9.935781158E0
9.848976666E0,2.297109663E-1,-6.939185411E-2,9.949954987E0,9.952848165E0
9.851341614E0,2.368894368E-1,-7.657032460E-2,9.940383911E0,9.943500989E0
9.853706562E0,2.177468538E-1,-8.135596663E-2,9.935597420E0,9.938316184E0
9.856071510E0,2.225325108E-1,-7.178468257E-2,9.930811882E0,9.933564234E0
9.858436458E0,2.153540403E-1,-6.939185411E-2,9.930811882E0,9.933389010E0
9.860801406E0,2.081755698E-1,-6.699903309E-2,9.937990189E0,9.940396115E0
9.863166353E0,2.129612118E-1,-7.417750359E-2,9.937990189E0,9.940548464E0
9.865531301E0,1.986042857E-1,-6.460621208E-2,9.937990189E0,9.940184436E0
9.867896249E0,1.986042857E-1,-5.742774159E-2,9.947562218E0,9.949710332E0
9.870261197E0,2.129612118E-1,-6.699903309E-2,9.940383911E0,9.942890608E0
9.872626145E0,2.177468538E-1,-6.221338734E-2,9.942776680E0,9.945355313E0
9.874991093E0,2.177468538E-1,-6.699903309E-2,9.918848038E0,9.921464053E0
9.877356041E0,2.033899277E-1,-8.135596663E-2,9.921240807E0,9.923658872E0
9.879720989E0,2.009970993E-1,-6.221338734E-2,9.921240807E0,9.923471645E0
9.882085937E0,2.081755698E-1,-6.460621208E-2,9.921240807E0,9.923634927E0
9.884450885E0,2.273181528E-1,-6.460621208E-2,9.923633575E0,9.926447040E0
9.886815833E0,2.368894368E-1,-7.178468257E-2,9.923633575E0,9.926720152E0
9.889180781E0,2.177468538E-1,-7.896314561E-2,9.928419113E0,9.931120529E0
9.891545728E0,2.201396823E-1,-8.374879509E-2,9.923633575E0,9.926428294E0
9.893910676E0,2.057827413E-1,-8.374879509E-2,9.945169449E0,9.947650766E0
9.896275624E0,2.177468538E-1,-7.896314561E-2,9.947562218E0,9.950258436E0
9.898640572E0,2.225325108E-1,-8.374879509E-2,9.940383911E0,9.943227186E0
9.901005520E0,2.129612118E-1,-6.939185411E-2,9.945169449E0,9.947691344E0
9.903370468E0,2.249253243E-1,-7.896314561E-2,9.942776680E0,9.945633951E0
9.905735468E0,2.249253243E-1,-9.332008660E-2,9.942776680E0,9.945758299E0
9.908100364E0,2.057827413E-1,-7.896314561E-2,9.933204651E0,9.935649770E0
9.910465312E0,2.177468538E-1,-7.178468257E-2,9.945169449E0,9.947811925E0
9.912830312E0,2.129612118E-1,-7.178468257E-2,9.935597420E0,9.938138739E0
9.915195260E0,2.081755698E-1,-6.939185411E-2,9.945169449E0,9.947590043E0
9.917560208E0,2.057827413E-1,-6.460621208E-2,9.947562218E0,9.949900229E0
9.919925156E0,2.105683982E-1,-6.939185411E-2,9.930811882E0,9.933286411E0
9.922290103E0,2.129612118E-1,-7.896314561E-2,9.930811882E0,9.933408896E0
9.924655051E0,1.938186288E-1,-6.460621208E-2,9.935597420E0,9.937697707E0
9.927019999E0,2.105683982E-1,-6.221338734E-2,9.945169449E0,9.947592921E0
9.929384947E0,2.009970993E-1,-7.657032460E-2,9.930811882E0,9.933140867E0
9.931749895E0,2.321037948E-1,-6.939185411E-2,9.942776680E0,9.945727500E0
9.934114843E0,2.105683982E-1,-5.982056633E-2,9.947562218E0,9.949970433E0
9.936479791E0,2.105683982E-1,-6.699903309E-2,9.937990189E0,9.940446515E0
9.938844739E0,2.273181528E-1,-7.657032460E-2,9.918848038E0,9.921747979E0
9.941209687E0,2.201396823E-1,-6.939185411E-2,9.926026344E0,9.928709669E0
9.943574635E0,2.105683982E-1,-6.460621208E-2,9.923633575E0,9.926077592E0
9.945939583E0,2.129612118E-1,-7.178468257E-2,9.928419113E0,9.930962270E0
9.948304531E0,2.249253243E-1,-7.896314561E-2,9.926026344E0,9.928888436E0
9.950669478E0,2.273181528E-1,-7.417750359E-2,9.947562218E0,9.950435665E0
9.953034426E0,2.105683982E-1,-6.939185411E-2,9.942776680E0,9.945248232E0
9.955399374E0,2.057827413E-1,-8.135596663E-2,9.926026344E0,9.928492550E0
9.957764322E0,2.081755698E-1,-7.657032460E-2,9.937990189E0,9.940465234E0
9.960129270E0,2.105683982E-1,-8.614161611E-2,9.935597420E0,9.938201825E0
9.962494218E0,2.225325108E-1,-6.939185411E-2,9.942776680E0,9.945508738E0
9.964859166E0,2.225325108E-1,-7.417750359E-2,9.937990189E0,9.940758120E0
9.967224114E0,2.153540403E-1,-7.417750359E-2,9.935597420E0,9.938207874E0
9.969589062E0,2.225325108E-1,-6.460621208E-2,9.921240807E0,9.923946484E0
9.971954010E0,2.153540403E-1,-6.939185411E-2,9.914062500E0,9.916643981E0
9.974318958E0,2.225325108E-1,-6.460621208E-2,9.933204651E0,9.935907071E0
9.976683906E0,2.177468538E-1,-7.657032460E-2,9.930811882E0,9.933493914E0
9.979048853E0,2.129612118E-1,-7.417750359E-2,9.942776680E0,9.945333724E0
9.981413801E0,2.081755698E-1,-7.178468257E-2,9.926026344E0,9.928468618E0
9.983778749E0,2.057827413E-1,-6.221338734E-2,9.928419113E0,9.930746353E0
9.986143697E0,2.201396823E-1,-6.699903309E-2,9.935597420E0,9.938261741E0
9.988508645E0,2.321037948E-1,-6.699903309E-2,9.928419113E0,9.931357769E0
9.990873645E0,1.986042857E-1,-7.657032460E-2,9.935597420E0,9.937877176E0
9.993238593E0,2.177468538E-1,-8.614161611E-2,9.935597420E0,9.938356512E0
9.995603541E0,2.129612118E-1,-7.657032460E-2,9.937990189E0,9.940566608E0
9.997968489E0,2.273181528E-1,-6.939185411E-2,9.928419113E0,9.931263508E0
1.000033344E1,2.153540403E-1,-7.178468257E-2,9.926026344E0,9.928621727E0
1.000269838E1,2.225325108E-1,-7.417750359E-2,9.930811882E0,9.933581814E0
1.000506333E1,2.177468538E-1,-6.221338734E-2,9.926026344E0,9.928609328E0
1.000742828E1,2.009970993E-1,-7.657032460E-2,9.926026344E0,9.928356452E0
1.000979323E1,2.081755698E-1,-5.982056633E-2,9.916455269E0,9.918820528E0
1.001215818E1,2.105683982E-1,-7.896314561E-2,9.918848038E0,9.921397110E0
1.001452312E1,2.153540403E-1,-6.699903309E-2,9.928419113E0,9.930980431E0
1.001688807E1,2.344966233E-1,-6.699903309E-2,9.926026344E0,9.929021932E0
1.001925302E1,2.177468538E-1,-6.699903309E-2,9.923633575E0,9.926248330E0
1.002161797E1,2.177468538E-1,-5.982056633E-2,9.923633575E0,9.926202473E0
1.002398292E1,2.177468538E-1,-8.135596663E-2,9.935597420E0,9.938316184E0
1.002634786E1,2.225325108E-1,-7.657032460E-2,9.914062500E0,9.916855297E0
1.002871281E1,2.201396823E-1,-9.092725813E-2,9.935597420E0,9.938451858E0
1.003107776E1,2.033899277E-1,-1.028913707E-1,9.952347755E0,9.954957556E0
1.003344271E1,2.105683982E-1,-8.853443712E-2,9.933204651E0,9.935830717E0
1.003580766E1,2.105683982E-1,-9.092725813E-2,9.949954987E0,9.952598206E0
1.003817260E1,2.273181528E-1,-8.374879509E-2,9.933204651E0,9.936158314E0
1.004053755E1,2.392822653E-1,-7.896314561E-2,9.923633575E0,9.926832049E0
1.004290250E1,2.392822653E-1,-8.374879509E-2,9.933204651E0,9.936439226E0
1.004526745E1,2.321037948E-1,-7.178468257E-2,9.923633575E0,9.926607102E0
1.004763240E1,2.105683982E-1,-6.460621208E-2,9.921240807E0,9.923685412E0
1.004999734E1,2.225325108E-1,-6.939185411E-2,9.937990189E0,9.940723562E0
1.005236229E1,2.081755698E-1,-8.135596663E-2,9.940383911E0,9.942896367E0
1.005472724E1,2.129612118E-1,-8.374879509E-2,9.930811882E0,9.933448091E0
1.005709219E1,2.249253243E-1,-7.417750359E-2,9.940383911E0,9.943205017E0
1.005945714E1,2.153540403E-1,-7.896314561E-2,9.930811882E0,9.933460483E0
1.006182208E1,2.177468538E-1,-7.417750359E-2,9.923633575E0,9.926299378E0
1.006418703E1,2.081755698E-1,-6.939185411E-2,9.926026344E0,9.928451606E0
1.006655198E1,2.153540403E-1,-7.657032460E-2,9.928419113E0,9.931049615E0
1.006891693E1,2.057827413E-1,-7.178468257E-2,9.935597420E0,9.937987506E0
1.007128187E1,2.153540403E-1,-8.135596663E-2,9.947562218E0,9.950225637E0
1.007364682E1,2.105683982E-1,-8.614161611E-2,9.933204651E0,9.935809683E0
1.007601177E1,2.057827413E-1,-6.939185411E-2,9.947562218E0,9.949932454E0
1.007837677E1,2.249253243E-1,-8.135596663E-2,9.959526062E0,9.962397782E0
1.008074172E1,2.081755698E-1,-8.853443712E-2,9.957133293E0,9.959702748E0
1.008310667E1,2.129612118E-1,-8.374879509E-2,9.947562218E0,9.950193989E0
1.008547161E1,2.153540403E-1,-7.178468257E-2,9.933204651E0,9.935798158E0
1.008783656E1,2.153540403E-1,-6.221338734E-2,9.940383911E0,9.942911051E0
1.009020151E1,2.153540403E-1,-7.417750359E-2,9.945169449E0,9.947777392E0
1.009256646E1,2.201396823E-1,-7.896314561E-2,9.935597420E0,9.938349599E0
1.009493141E1,2.153540403E-1,-8.135596663E-2,9.930811882E0,9.933479793E0
1.009729635E1,2.225325108E-1,-7.417750359E-2,9.940383911E0,9.943151177E0
1.009966130E1,2.225325108E-1,-7.896314561E-2,9.940383911E0,9.943188030E0
1.010202625E1,2.129612118E-1,-7.896314561E-2,9.935597420E0,9.938193183E0
1.010439120E1,2.297109663E-1,-8.614161611E-2,9.945169449E0,9.948194955E0
1.010675614E1,2.105683982E-1,-7.657032460E-2,9.945169449E0,9.947693071E0
1.010912109E1,2.057827413E-1,-8.614161611E-2,9.942776680E0,9.945279032E0
1.011148604E1,2.081755698E-1,-8.135596663E-2,9.949954987E0,9.952465026E0
1.011385099E1,2.201396823E-1,-6.939185411E-2,9.947562218E0,9.950239735E0
1.011621594E1,2.201396823E-1,-7.896314561E-2,9.928419113E0,9.931173281E0
1.011858088E1,2.249253243E-1,-7.178468257E-2,9.933204651E0,9.936010219E0
1.012094583E1,2.081755698E-1,-7.178468257E-2,9.935597420E0,9.938037341E0
1.012331078E1,2.057827413E-1,-8.614161611E-2,9.928419113E0,9.930925083E0
1.012567573E1,2.249253243E-1,-7.178468257E-2,9.945169449E0,9.947971643E0
1.012804068E1,2.153540403E-1,-5.982056633E-2,9.942776680E0,9.945288531E0
1.013040562E1,2.105683982E-1,-7.417750359E-2,9.949954987E0,9.952459273E0
1.013277057E1,2.177468538E-1,-9.092725813E-2,9.937990189E0,9.940791238E0
1.013513552E1,2.177468538E-1,-8.135596663E-2,9.935597420E0,9.938316184E0
1.013750047E1,2.321037948E-1,-7.178468257E-2,9.928419113E0,9.931391207E0
1.013986542E1,2.201396823E-1,-6.939185411E-2,9.918848038E0,9.921533304E0
1.014223036E1,2.057827413E-1,-6.699903309E-2,9.923633575E0,9.925993086E0
1.014459531E1,2.009970993E-1,-7.896314561E-2,9.942776680E0,9.945121574E0
1.014696026E1,2.057827413E-1,-6.221338734E-2,9.930811882E0,9.933138561E0
1.014932521E1,2.201396823E-1,-6.699903309E-2,9.928419113E0,9.931085360E0
1.015169021E1,2.344966233E-1,-8.135596663E-2,9.933204651E0,9.936305254E0
1.015405510E1,2.225325108E-1,-6.939185411E-2,9.930811882E0,9.933547231E0
1.015642005E1,2.009970993E-1,-9.810572863E-2,9.928419113E0,9.930938055E0
1.015878505E1,2.129612118E-1,-9.571290761E-2,9.933204651E0,9.935948273E0
1.016115000E1,2.153540403E-1,-8.853443712E-2,9.926026344E0,9.928756956E0
1.016351495E1,2.033899277E-1,-7.178468257E-2,9.914062500E0,9.916408410E0
1.016587990E1,1.962114573E-1,-6.221338734E-2,9.942776680E0,9.944907116E0
1.016824484E1,1.890329868E-1,-7.417750359E-2,9.928419113E0,9.930495550E0
1.017060979E1,1.986042857E-1,-7.178468257E-2,9.928419113E0,9.930664771E0
1.017297474E1,2.129612118E-1,-6.699903309E-2,9.921240807E0,9.923752339E0
1.017533969E1,2.153540403E-1,-6.939185411E-2,9.923633575E0,9.926212567E0
1.017770464E1,2.009970993E-1,-6.699903309E-2,9.918848038E0,9.921110578E0
1.018006958E1,2.105683982E-1,-6.699903309E-2,9.933204651E0,9.935662160E0
1.018243453E1,2.249253243E-1,-9.092725813E-2,9.935597420E0,9.938559013E0
1.018479948E1,2.249253243E-1,-9.092725813E-2,9.930811882E0,9.933774902E0
1.018716443E1,2.105683982E-1,-7.178468257E-2,9.918848038E0,9.921342575E0
1.018952937E1,2.057827413E-1,-8.374879509E-2,9.914062500E0,9.916551601E0
1.019189432E1,2.153540403E-1,-8.374879509E-2,9.937990189E0,9.940676044E0
1.019425927E1,2.057827413E-1,-8.853443712E-2,9.930811882E0,9.933338287E0
1.019662422E1,2.177468538E-1,-6.460621208E-2,9.923633575E0,9.926232467E0
1.019898917E1,2.201396823E-1,-7.178468257E-2,9.921240807E0,9.923942446E0
1.020135411E1,2.105683982E-1,-6.699903309E-2,9.937990189E0,9.940446515E0
1.020371906E1,2.105683982E-1,-7.657032460E-2,9.947562218E0,9.950085233E0
1.020608401E1,2.249253243E-1,-9.332008660E-2,9.935597420E0,9.938581193E0
1.020844896E1,2.225325108E-1,-8.135596663E-2,9.942776680E0,9.945599410E0
1.021081391E1,2.153540403E-1,-6.460621208E-2,9.942776680E0,9.945318468E0
1.021317885E1,2.201396823E-1,-7.657032460E-2,9.945169449E0,9.947900274E0
1.021554380E1,2.081755698E-1,-9.092725813E-2,9.937990189E0,9.940586191E0
1.021790875E1,1.938186288E-1,-7.417750359E-2,9.933204651E0,9.935372293E0
1.022027370E1,2.105683982E-1,-7.417750359E-2,9.930811882E0,9.933320995E0
1.022263864E1,2.368894368E-1,-7.657032460E-2,9.935597420E0,9.938715999E0
1.022500359E1,2.392822653E-1,-7.657032460E-2,9.940383911E0,9.943558283E0
1.022736854E1,2.201396823E-1,-5.503492057E-2,9.928419113E0,9.931011852E0
