"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.428798677E1,2.273181528E-1,-6.460621208E-2,9.921240807E0,9.924054950E0
1.429035172E1,2.201396823E-1,-6.699903309E-2,9.933204651E0,9.935869614E0
1.429271667E1,2.033899277E-1,-8.374879509E-2,9.937990189E0,9.940424051E0
1.429508161E1,2.177468538E-1,-8.853443712E-2,9.933204651E0,9.935985441E0
1.429744656E1,2.273181528E-1,-8.374879509E-2,9.935597420E0,9.938550372E0
1.429981151E1,2.105683982E-1,-8.853443712E-2,9.916455269E0,9.919085769E0
1.430217646E1,1.938186288E-1,-7.657032460E-2,9.928419113E0,9.930605961E0
1.430454141E1,2.105683982E-1,-7.896314561E-2,9.942776680E0,9.945319620E0
1.430690635E1,2.153540403E-1,-8.614161611E-2,9.945169449E0,9.947873798E0
1.430927130E1,2.129612118E-1,-8.614161611E-2,9.940383911E0,9.943038024E0
1.431163625E1,2.009970993E-1,-8.614161611E-2,9.945169449E0,9.947573351E0
1.431400120E1,2.081755698E-1,-8.614161611E-2,9.937990189E0,9.940543568E0
1.431636615E1,2.057827413E-1,-6.221338734E-2,9.933204651E0,9.935530770E0
1.431873109E1,1.986042857E-1,-7.417750359E-2,9.933204651E0,9.935466803E0
1.432109609E1,2.081755698E-1,-7.657032460E-2,9.928419113E0,9.930896544E0
1.432346104E1,2.081755698E-1,-8.614161611E-2,9.945169449E0,9.947720986E0
1.432582599E1,2.153540403E-1,-7.896314561E-2,9.959526062E0,9.962167029E0
1.432819094E1,2.153540403E-1,-7.657032460E-2,9.954740524E0,9.957364073E0
1.433055588E1,2.153540403E-1,-7.657032460E-2,9.947562218E0,9.950187659E0
1.433292083E1,2.321037948E-1,-8.853443712E-2,9.940383911E0,9.943487458E0
1.433528578E1,2.153540403E-1,-8.374879509E-2,9.937990189E0,9.940676044E0
1.433765073E1,2.129612118E-1,-6.221338734E-2,9.935597420E0,9.938074213E0
1.434001568E1,2.273181528E-1,-7.657032460E-2,9.928419113E0,9.931316259E0
1.434238062E1,2.201396823E-1,-7.417750359E-2,9.937990189E0,9.940704843E0
1.434474557E1,2.129612118E-1,-7.417750359E-2,9.935597420E0,9.938156311E0
1.434711052E1,2.033899277E-1,-7.178468257E-2,9.966704369E0,9.969037891E0
1.434947547E1,1.986042857E-1,-6.460621208E-2,9.935597420E0,9.937792195E0
1.435184042E1,2.249253243E-1,-7.657032460E-2,9.930811882E0,9.933653862E0
1.435420536E1,2.225325108E-1,-7.896314561E-2,9.947562218E0,9.950364314E0
1.435657031E1,2.201396823E-1,-5.503492057E-2,9.940383911E0,9.942973530E0
1.435893526E1,2.153540403E-1,-6.221338734E-2,9.942776680E0,9.945303212E0
1.436130021E1,2.081755698E-1,-6.699903309E-2,9.930811882E0,9.933219547E0
1.436366516E1,2.081755698E-1,-7.417750359E-2,9.947562218E0,9.950016756E0
1.436603010E1,2.177468538E-1,-7.417750359E-2,9.942776680E0,9.945437351E0
1.436839505E1,2.392822653E-1,-7.896314561E-2,9.928419113E0,9.931616045E0
1.437076000E1,2.225325108E-1,-5.982056633E-2,9.921240807E0,9.923916483E0
1.437312495E1,2.105683982E-1,-6.699903309E-2,9.923633575E0,9.926093454E0
1.437548990E1,2.153540403E-1,-5.742774159E-2,9.933204651E0,9.935704804E0
1.437785484E1,1.914258152E-1,-7.178468257E-2,9.923633575E0,9.925739278E0
1.438021979E1,2.201396823E-1,-7.417750359E-2,9.933204651E0,9.935920613E0
1.438258474E1,2.057827413E-1,-6.699903309E-2,9.930811882E0,9.933169688E0
1.438494969E1,2.225325108E-1,-7.178468257E-2,9.923633575E0,9.926387918E0
1.438731464E1,2.297109663E-1,-7.657032460E-2,9.918848038E0,9.921803089E0
1.438967958E1,2.297109663E-1,-9.092725813E-2,9.923633575E0,9.926708328E0
1.439204453E1,2.273181528E-1,-7.896314561E-2,9.945169449E0,9.948080422E0
1.439440948E1,2.225325108E-1,-7.417750359E-2,9.940383911E0,9.943151177E0
1.439677443E1,2.297109663E-1,-8.374879509E-2,9.940383911E0,9.943390432E0
1.439913937E1,2.081755698E-1,-9.092725813E-2,9.952347755E0,9.954940014E0
1.440150432E1,2.225325108E-1,-9.332008660E-2,9.940383911E0,9.943312409E0
1.440386927E1,2.249253243E-1,-8.853443712E-2,9.942776680E0,9.945714547E0
1.440623422E1,2.057827413E-1,-8.853443712E-2,9.949954987E0,9.952476532E0
1.440859922E1,1.962114573E-1,-8.135596663E-2,9.942776680E0,9.945045291E0
1.441096417E1,2.033899277E-1,-7.896314561E-2,9.937990189E0,9.940384883E0
1.441332911E1,2.297109663E-1,-1.004985496E-1,9.933204651E0,9.936368639E0
1.441569406E1,2.249253243E-1,-9.810572863E-2,9.942776680E0,9.945804354E0
1.441805901E1,2.153540403E-1,-9.332008660E-2,9.933204651E0,9.935977085E0
1.442042396E1,2.249253243E-1,-9.810572863E-2,9.933204651E0,9.936235241E0
1.442278891E1,2.081755698E-1,-8.614161611E-2,9.945169449E0,9.947720986E0
1.442515385E1,2.081755698E-1,-7.178468257E-2,9.942776680E0,9.945214840E0
1.442751880E1,2.129612118E-1,-8.614161611E-2,9.942776680E0,9.945430155E0
1.442988375E1,2.153540403E-1,-8.135596663E-2,9.947562218E0,9.950225637E0
1.443224870E1,1.986042857E-1,-6.221338734E-2,9.928419113E0,9.930600196E0
1.443461364E1,1.962114573E-1,-7.178468257E-2,9.935597420E0,9.937793923E0
1.443697859E1,1.962114573E-1,-8.135596663E-2,9.928419113E0,9.930691004E0
1.443934354E1,2.201396823E-1,-9.332008660E-2,9.928419113E0,9.931297811E0
1.444170849E1,2.105683982E-1,-9.571290761E-2,9.923633575E0,9.926328795E0
1.444407344E1,2.153540403E-1,-8.135596663E-2,9.926026344E0,9.928695541E0
1.444643838E1,2.081755698E-1,-6.699903309E-2,9.928419113E0,9.930827359E0
1.444880333E1,2.225325108E-1,-6.460621208E-2,9.926026344E0,9.928730718E0
1.445116828E1,2.033899277E-1,-6.460621208E-2,9.942776680E0,9.945066593E0
1.445353323E1,2.129612118E-1,-4.785645381E-2,9.940383911E0,9.942780045E0
1.445589818E1,2.273181528E-1,-5.982056633E-2,9.942776680E0,9.945554794E0
1.445826312E1,2.057827413E-1,-7.178468257E-2,9.937990189E0,9.940379699E0
1.446062807E1,2.177468538E-1,-6.699903309E-2,9.921240807E0,9.923856191E0
1.446299302E1,2.297109663E-1,-7.417750359E-2,9.914062500E0,9.917000791E0
1.446535797E1,2.249253243E-1,-5.982056633E-2,9.923633575E0,9.926362538E0
1.446772292E1,2.177468538E-1,-8.135596663E-2,9.935597420E0,9.938316184E0
1.447008786E1,2.153540403E-1,-7.657032460E-2,9.940383911E0,9.943011248E0
1.447245281E1,2.273181528E-1,-7.178468257E-2,9.930811882E0,9.933672595E0
1.447481776E1,2.201396823E-1,-5.503492057E-2,9.930811882E0,9.933403997E0
1.447718271E1,2.177468538E-1,-8.135596663E-2,9.923633575E0,9.926355617E0
1.447954766E1,2.081755698E-1,-7.178468257E-2,9.926026344E0,9.928468618E0
1.448191260E1,2.105683982E-1,-6.699903309E-2,9.933204651E0,9.935662160E0
1.448427755E1,1.962114573E-1,-8.374879509E-2,9.940383911E0,9.942672935E0
1.448664250E1,1.986042857E-1,-8.853443712E-2,9.933204651E0,9.935584364E0
1.448900745E1,2.057827413E-1,-8.614161611E-2,9.930811882E0,9.933317248E0
1.449137240E1,2.153540403E-1,-7.657032460E-2,9.935597420E0,9.938226022E0
1.449373734E1,2.081755698E-1,-8.374879509E-2,9.923633575E0,9.926170171E0
1.449610229E1,2.105683982E-1,-7.417750359E-2,9.933204651E0,9.935713160E0
1.449846724E1,2.201396823E-1,-8.614161611E-2,9.940383911E0,9.943194364E0
1.450083219E1,2.201396823E-1,-9.092725813E-2,9.952347755E0,9.955197391E0
1.450319719E1,2.105683982E-1,-8.374879509E-2,9.957133293E0,9.959711659E0
1.450556214E1,2.153540403E-1,-9.092725813E-2,9.935597420E0,9.938347006E0
1.450792708E1,2.057827413E-1,-7.178468257E-2,9.942776680E0,9.945165041E0
1.451029203E1,2.009970993E-1,-6.699903309E-2,9.921240807E0,9.923502801E0
1.451265698E1,2.009970993E-1,-6.939185411E-2,9.916455269E0,9.918734807E0
1.451502193E1,2.105683982E-1,-8.853443712E-2,9.937990189E0,9.940614990E0
1.451738687E1,2.105683982E-1,-8.853443712E-2,9.949954987E0,9.952576633E0
1.451975182E1,2.009970993E-1,-7.896314561E-2,9.949954987E0,9.952298189E0
1.452211677E1,2.057827413E-1,-6.221338734E-2,9.947562218E0,9.949884980E0
1.452448172E1,2.033899277E-1,-7.178468257E-2,9.923633575E0,9.925977224E0
1.452684667E1,2.105683982E-1,-7.417750359E-2,9.935597420E0,9.938105324E0
1.452921161E1,2.249253243E-1,-5.742774159E-2,9.945169449E0,9.947878403E0
1.453157656E1,2.225325108E-1,-5.024927482E-2,9.940383911E0,9.943001459E0
1.453394151E1,2.273181528E-1,-5.982056633E-2,9.940383911E0,9.943162693E0
1.453630646E1,2.249253243E-1,-5.742774159E-2,9.933204651E0,9.935916867E0
1.453867141E1,2.273181528E-1,-6.221338734E-2,9.935597420E0,9.938392231E0
1.454103635E1,2.249253243E-1,-6.699903309E-2,9.940383911E0,9.943154056E0
1.454340130E1,2.105683982E-1,-7.417750359E-2,9.945169449E0,9.947674940E0
1.454576625E1,2.297109663E-1,-6.699903309E-2,9.937990189E0,9.940870434E0
1.454813120E1,2.392822653E-1,-7.417750359E-2,9.945169449E0,9.948324164E0
1.455049614E1,2.608176768E-1,-8.374879509E-2,9.935597420E0,9.939373009E0
1.455286109E1,2.344966233E-1,-7.896314561E-2,9.940383911E0,9.943462986E0
1.455522604E1,2.153540403E-1,-6.221338734E-2,9.937990189E0,9.940517937E0
1.455759099E1,2.177468538E-1,-7.896314561E-2,9.940383911E0,9.943082076E0
1.455995594E1,2.057827413E-1,-5.264209956E-2,9.942776680E0,9.945045291E0
1.456232088E1,2.129612118E-1,-6.460621208E-2,9.928419113E0,9.930912975E0
1.456468583E1,2.249253243E-1,-7.896314561E-2,9.930811882E0,9.933672595E0
1.456705078E1,2.105683982E-1,-8.374879509E-2,9.942776680E0,9.945358768E0
1.456941573E1,1.938186288E-1,-7.896314561E-2,9.918848038E0,9.921055752E0
1.457178068E1,2.057827413E-1,-7.657032460E-2,9.926026344E0,9.928454489E0
1.457414562E1,2.153540403E-1,-8.135596663E-2,9.937990189E0,9.940656173E0
1.457651057E1,2.105683982E-1,-7.896314561E-2,9.940383911E0,9.942927463E0
1.457887552E1,2.153540403E-1,-7.417750359E-2,9.945169449E0,9.947777392E0
1.458124047E1,2.249253243E-1,-6.460621208E-2,9.928419113E0,9.931176740E0
1.458360547E1,1.962114573E-1,-5.982056633E-2,9.926026344E0,9.928145669E0
1.458597036E1,1.962114573E-1,-7.896314561E-2,9.935597420E0,9.937848369E0
1.458833531E1,2.009970993E-1,-8.614161611E-2,9.930811882E0,9.933219259E0
1.459070026E1,1.866401732E-1,-9.092725813E-2,9.930811882E0,9.932981776E0
1.459306521E1,1.866401732E-1,-8.614161611E-2,9.923633575E0,9.925762352E0
1.459543016E1,1.890329868E-1,-7.896314561E-2,9.918848038E0,9.920963413E0
1.459779516E1,2.033899277E-1,-7.417750359E-2,9.923633575E0,9.925994817E0
1.460016010E1,2.129612118E-1,-7.657032460E-2,9.930811882E0,9.933390163E0
1.460252505E1,1.986042857E-1,-8.135596663E-2,9.935597420E0,9.937915201E0
1.460489000E1,1.986042857E-1,-6.699903309E-2,9.942776680E0,9.944985703E0
1.460725495E1,2.105683982E-1,-7.896314561E-2,9.940383911E0,9.942927463E0
1.460961990E1,2.153540403E-1,-8.614161611E-2,9.933204651E0,9.935912257E0
1.461198484E1,2.057827413E-1,-8.135596663E-2,9.937990189E0,9.940453426E0
1.461434979E1,2.081755698E-1,-8.135596663E-2,9.945169449E0,9.947680696E0
1.461671474E1,1.890329868E-1,-7.417750359E-2,9.923633575E0,9.925711013E0
1.461907969E1,2.129612118E-1,-5.982056633E-2,9.930811882E0,9.933275171E0
1.462144464E1,2.105683982E-1,-5.264209956E-2,9.937990189E0,9.940360116E0
1.462380958E1,2.177468538E-1,-5.024927482E-2,9.949954987E0,9.952464163E0
1.462617453E1,2.129612118E-1,-6.221338734E-2,9.940383911E0,9.942859512E0
1.462853948E1,2.177468538E-1,-6.221338734E-2,9.940383911E0,9.942963165E0
1.463090443E1,2.153540403E-1,-6.460621208E-2,9.940383911E0,9.942926311E0
1.463326937E1,2.105683982E-1,-5.742774159E-2,9.926026344E0,9.928425655E0
1.463563432E1,2.081755698E-1,-6.221338734E-2,9.928419113E0,9.930796225E0
1.463799927E1,2.105683982E-1,-7.896314561E-2,9.926026344E0,9.928573574E0
1.464036422E1,1.986042857E-1,-9.571290761E-2,9.921240807E0,9.923690028E0
1.464272917E1,2.081755698E-1,-7.896314561E-2,9.935597420E0,9.938091785E0
1.464509411E1,2.129612118E-1,-7.657032460E-2,9.926026344E0,9.928605868E0
1.464745906E1,2.297109663E-1,-7.657032460E-2,9.942776680E0,9.945724622E0
1.464982401E1,2.225325108E-1,-7.417750359E-2,9.947562218E0,9.950327487E0
1.465218896E1,2.249253243E-1,-6.460621208E-2,9.940383911E0,9.943138220E0
1.465455391E1,2.201396823E-1,-5.982056633E-2,9.930811882E0,9.933431664E0
1.465691885E1,1.986042857E-1,-5.982056633E-2,9.921240807E0,9.923408754E0
1.465928380E1,1.962114573E-1,-7.896314561E-2,9.918848038E0,9.921102787E0
1.466164875E1,2.273181528E-1,-7.896314561E-2,9.930811882E0,9.933727063E0
1.466401370E1,2.105683982E-1,-8.853443712E-2,9.935597420E0,9.938222853E0
1.466637865E1,2.153540403E-1,-9.332008660E-2,9.937990189E0,9.940761288E0
1.466874359E1,2.129612118E-1,-7.657032460E-2,9.942776680E0,9.945351859E0
1.467110854E1,2.225325108E-1,-6.939185411E-2,9.933204651E0,9.935939341E0
1.467347349E1,2.201396823E-1,-7.417750359E-2,9.945169449E0,9.947882144E0
1.467583844E1,2.129612118E-1,-6.939185411E-2,9.947562218E0,9.950083506E0
1.467820339E1,2.033899277E-1,-7.417750359E-2,9.945169449E0,9.947525578E0
1.468056833E1,2.153540403E-1,-7.178468257E-2,9.935597420E0,9.938190303E0
1.468293333E1,2.249253243E-1,-7.417750359E-2,9.937990189E0,9.940811973E0
1.468529823E1,2.201396823E-1,-6.460621208E-2,9.935597420E0,9.938245898E0
1.468766323E1,2.177468538E-1,-7.417750359E-2,9.933204651E0,9.935867885E0
1.469002818E1,2.129612118E-1,-6.699903309E-2,9.935597420E0,9.938105324E0
1.469239312E1,2.249253243E-1,-6.939185411E-2,9.933204651E0,9.935993220E0
1.469475807E1,2.105683982E-1,-8.374879509E-2,9.930811882E0,9.933397080E0
1.469712302E1,2.105683982E-1,-8.374879509E-2,9.942776680E0,9.945358768E0
1.469948797E1,2.177468538E-1,-7.896314561E-2,9.923633575E0,9.926336293E0
1.470185292E1,2.153540403E-1,-8.135596663E-2,9.945169449E0,9.947833509E0
1.470421786E1,2.033899277E-1,-7.178468257E-2,9.949954987E0,9.952292436E0
1.470658281E1,2.105683982E-1,-7.896314561E-2,9.942776680E0,9.945319620E0
1.470894776E1,2.153540403E-1,-7.657032460E-2,9.942776680E0,9.945403385E0
1.471131271E1,2.153540403E-1,-7.657032460E-2,9.942776680E0,9.945403385E0
1.471367766E1,2.273181528E-1,-9.571290761E-2,9.942776680E0,9.945835441E0
1.471604260E1,2.177468538E-1,-6.939185411E-2,9.949954987E0,9.952579221E0
1.471840755E1,2.225325108E-1,-7.657032460E-2,9.930811882E0,9.933599970E0
1.472077250E1,2.105683982E-1,-5.982056633E-2,9.940383911E0,9.942793865E0
1.472313745E1,2.009970993E-1,-7.178468257E-2,9.940383911E0,9.942674951E0
1.472550240E1,2.177468538E-1,-6.699903309E-2,9.935597420E0,9.938209026E0
1.472786734E1,2.273181528E-1,-8.614161611E-2,9.945169449E0,9.948139991E0
1.473023229E1,2.201396823E-1,-9.571290761E-2,9.942776680E0,9.945673962E0
1.473259724E1,2.057827413E-1,-8.614161611E-2,9.937990189E0,9.940493745E0
1.473496219E1,2.057827413E-1,-6.221338734E-2,9.942776680E0,9.945100560E0
1.473732714E1,2.344966233E-1,-6.939185411E-2,9.935597420E0,9.938606541E0
1.473969208E1,2.225325108E-1,-6.939185411E-2,9.921240807E0,9.923978793E0
1.474205703E1,2.129612118E-1,-7.896314561E-2,9.916455269E0,9.919056042E0
1.474442198E1,2.297109663E-1,-8.614161611E-2,9.933204651E0,9.936233801E0
1.474678693E1,2.249253243E-1,-8.374879509E-2,9.937990189E0,9.940888001E0
1.474915187E1,2.009970993E-1,-7.657032460E-2,9.926026344E0,9.928356452E0
1.475151682E1,2.153540403E-1,-9.092725813E-2,9.940383911E0,9.943132174E0
1.475388177E1,2.009970993E-1,-9.571290761E-2,9.926026344E0,9.928522538E0
1.475624672E1,2.009970993E-1,-7.417750359E-2,9.930811882E0,9.933122710E0
1.475861167E1,2.081755698E-1,-6.699903309E-2,9.916455269E0,9.918866419E0
1.476097661E1,2.153540403E-1,-6.460621208E-2,9.926026344E0,9.928572421E0
1.476334156E1,2.225325108E-1,-5.503492057E-2,9.935597420E0,9.938241577E0
1.476570651E1,2.297109663E-1,-6.221338734E-2,9.928419113E0,9.931271002E0
1.476807146E1,2.273181528E-1,-7.657032460E-2,9.918848038E0,9.921747979E0
1.477043641E1,2.129612118E-1,-7.657032460E-2,9.923633575E0,9.926213721E0
1.477280141E1,2.129612118E-1,-8.614161611E-2,9.926026344E0,9.928684296E0
1.477516630E1,2.225325108E-1,-8.135596663E-2,9.914062500E0,9.916893403E0
1.477753125E1,2.153540403E-1,-8.374879509E-2,9.918848038E0,9.921539075E0
1.477989625E1,2.177468538E-1,-7.896314561E-2,9.945169449E0,9.947866316E0
1.478226120E1,2.009970993E-1,-6.939185411E-2,9.947562218E0,9.949834629E0
1.478462614E1,2.081755698E-1,-9.092725813E-2,9.947562218E0,9.950155723E0
1.478699109E1,2.153540403E-1,-6.939185411E-2,9.928419113E0,9.930996862E0
1.478935604E1,2.129612118E-1,-6.460621208E-2,9.933204651E0,9.935697312E0
1.479172099E1,2.081755698E-1,-6.939185411E-2,9.933204651E0,9.935628160E0
1.479408594E1,2.177468538E-1,-7.896314561E-2,9.945169449E0,9.947866316E0
1.479645088E1,2.105683982E-1,-7.417750359E-2,9.935597420E0,9.938105324E0
1.479881583E1,2.129612118E-1,-7.417750359E-2,9.935597420E0,9.938156311E0
1.480118078E1,2.081755698E-1,-7.896314561E-2,9.940383911E0,9.942877076E0
1.480354573E1,2.201396823E-1,-5.742774159E-2,9.926026344E0,9.928633260E0
1.480591068E1,2.081755698E-1,-6.460621208E-2,9.935597420E0,9.937988082E0
1.480827562E1,1.962114573E-1,-6.699903309E-2,9.945169449E0,9.947330455E0
1.481064057E1,2.249253243E-1,-9.332008660E-2,9.947562218E0,9.950542403E0
1.481300552E1,2.153540403E-1,-8.374879509E-2,9.935597420E0,9.938283922E0
1.481537047E1,2.129612118E-1,-6.460621208E-2,9.926026344E0,9.928520808E0
1.481773542E1,2.201396823E-1,-8.614161611E-2,9.935597420E0,9.938409226E0
1.482010036E1,2.105683982E-1,-8.135596663E-2,9.928419113E0,9.930985043E0
1.482246531E1,2.033899277E-1,-8.853443712E-2,9.937990189E0,9.940465522E0
1.482483026E1,2.129612118E-1,-7.657032460E-2,9.933204651E0,9.935782311E0
1.482719521E1,2.153540403E-1,-8.374879509E-2,9.949954987E0,9.952637613E0
1.482956016E1,2.153540403E-1,-8.135596663E-2,9.937990189E0,9.940656173E0
1.483192510E1,2.177468538E-1,-6.460621208E-2,9.942776680E0,9.945370569E0
1.483429005E1,2.105683982E-1,-6.699903309E-2,9.942776680E0,9.945231824E0
1.483665500E1,2.105683982E-1,-6.939185411E-2,9.952347755E0,9.954816931E0
1.483901995E1,2.273181528E-1,-6.460621208E-2,9.935597420E0,9.938407498E0
1.484138490E1,2.033899277E-1,-7.417750359E-2,9.928419113E0,9.930779217E0
1.484374984E1,2.057827413E-1,-8.135596663E-2,9.921240807E0,9.923708202E0
1.484611479E1,1.962114573E-1,-8.135596663E-2,9.930811882E0,9.933083226E0
1.484847974E1,2.105683982E-1,-7.657032460E-2,9.928419113E0,9.930946992E0
1.485084469E1,2.201396823E-1,-7.896314561E-2,9.942776680E0,9.945526872E0
1.485320964E1,2.225325108E-1,-8.135596663E-2,9.935597420E0,9.938422189E0
1.485557458E1,2.225325108E-1,-6.939185411E-2,9.937990189E0,9.940723562E0
1.485793953E1,2.344966233E-1,-8.374879509E-2,9.923633575E0,9.926757067E0
1.486030448E1,2.273181528E-1,-8.853443712E-2,9.928419113E0,9.931415709E0
1.486266943E1,2.297109663E-1,-8.853443712E-2,9.940383911E0,9.943431891E0
1.486503437E1,2.177468538E-1,-7.178468257E-2,9.940383911E0,9.943027659E0
1.486739937E1,2.105683982E-1,-6.221338734E-2,9.930811882E0,9.933238857E0
1.486976427E1,2.081755698E-1,-6.460621208E-2,9.940383911E0,9.942773423E0
1.487212927E1,2.129612118E-1,-7.178468257E-2,9.930811882E0,9.933354426E0
1.487449422E1,1.986042857E-1,-6.699903309E-2,9.928419113E0,9.930631330E0
1.487685917E1,2.057827413E-1,-7.417750359E-2,9.942776680E0,9.945182600E0
1.487922411E1,2.177468538E-1,-7.417750359E-2,9.940383911E0,9.943045222E0
1.488158906E1,2.225325108E-1,-6.939185411E-2,9.937990189E0,9.940723562E0
1.488395401E1,2.129612118E-1,-7.657032460E-2,9.933204651E0,9.935782311E0
1.488631896E1,2.081755698E-1,-6.221338734E-2,9.937990189E0,9.940365012E0
1.488868391E1,2.129612118E-1,-6.699903309E-2,9.945169449E0,9.947674940E0
1.489104885E1,2.249253243E-1,-7.417750359E-2,9.937990189E0,9.940811973E0
1.489341380E1,2.177468538E-1,-7.417750359E-2,9.937990189E0,9.940652141E0
1.489577875E1,2.273181528E-1,-7.417750359E-2,9.933204651E0,9.936082250E0
1.489814370E1,2.105683982E-1,-7.657032460E-2,9.935597420E0,9.938123472E0
1.490050864E1,2.201396823E-1,-7.896314561E-2,9.921240807E0,9.923996967E0
1.490287359E1,2.273181528E-1,-7.896314561E-2,9.926026344E0,9.928942930E0
1.490523854E1,2.153540403E-1,-8.853443712E-2,9.926026344E0,9.928756956E0
1.490760349E1,2.177468538E-1,-8.374879509E-2,9.940383911E0,9.943121233E0
1.490996844E1,2.129612118E-1,-8.135596663E-2,9.949954987E0,9.952566277E0
1.491233338E1,2.129612118E-1,-6.460621208E-2,9.942776680E0,9.945266942E0
1.491469833E1,2.201396823E-1,-8.374879509E-2,9.935597420E0,9.938388774E0
1.491706328E1,2.297109663E-1,-6.939185411E-2,9.928419113E0,9.931318565E0
1.491942823E1,2.225325108E-1,-6.699903309E-2,9.935597420E0,9.938315032E0
1.492179318E1,2.153540403E-1,-5.264209956E-2,9.926026344E0,9.928501777E0
1.492415812E1,2.081755698E-1,-6.699903309E-2,9.940383911E0,9.942789259E0
1.492652307E1,2.009970993E-1,-8.614161611E-2,9.945169449E0,9.947573351E0
1.492888802E1,2.249253243E-1,-7.657032460E-2,9.937990189E0,9.940830116E0
1.493125297E1,2.177468538E-1,-6.221338734E-2,9.940383911E0,9.942963165E0
1.493361792E1,1.986042857E-1,-7.657032460E-2,9.923633575E0,9.925916079E0
1.493598286E1,2.153540403E-1,-7.657032460E-2,9.926026344E0,9.928657480E0
1.493834781E1,2.225325108E-1,-6.221338734E-2,9.937990189E0,9.940676044E0
1.494071276E1,2.177468538E-1,-6.939185411E-2,9.949954987E0,9.952579221E0
1.494307771E1,2.081755698E-1,-9.092725813E-2,9.937990189E0,9.940586191E0
1.494544266E1,2.177468538E-1,-8.135596663E-2,9.926026344E0,9.928747729E0
1.494780760E1,2.249253243E-1,-7.657032460E-2,9.926026344E0,9.928869694E0
1.495017255E1,2.512463629E-1,-6.939185411E-2,9.930811882E0,9.934231958E0
1.495253750E1,2.440679073E-1,-6.939185411E-2,9.930811882E0,9.934053000E0
1.495490245E1,2.273181528E-1,-8.853443712E-2,9.937990189E0,9.940983899E0
1.495726740E1,2.249253243E-1,-9.092725813E-2,9.937990189E0,9.940951069E0
1.495963234E1,2.201396823E-1,-7.657032460E-2,9.947562218E0,9.950292386E0
1.496199729E1,2.153540403E-1,-8.614161611E-2,9.930811882E0,9.933520140E0
1.496436224E1,2.225325108E-1,-7.896314561E-2,9.928419113E0,9.931226610E0
1.496672724E1,2.201396823E-1,-6.460621208E-2,9.930811882E0,9.933461636E0
1.496909214E1,2.057827413E-1,-7.657032460E-2,9.935597420E0,9.938023226E0
1.497145714E1,2.153540403E-1,-8.853443712E-2,9.937990189E0,9.940717514E0
1.497382208E1,2.177468538E-1,-7.657032460E-2,9.928419113E0,9.931101792E0
1.497618698E1,2.177468538E-1,-7.657032460E-2,9.926026344E0,9.928709669E0
1.497855198E1,2.225325108E-1,-7.417750359E-2,9.928419113E0,9.931189713E0
1.498091693E1,2.225325108E-1,-8.374879509E-2,9.945169449E0,9.948011356E0
1.498328187E1,2.225325108E-1,-7.178468257E-2,9.940383911E0,9.943133614E0
1.498564682E1,1.962114573E-1,-6.939185411E-2,9.914062500E0,9.916246741E0
1.498801177E1,2.105683982E-1,-5.503492057E-2,9.921240807E0,9.923627715E0
1.499037672E1,2.033899277E-1,-6.221338734E-2,9.928419113E0,9.930697058E0
1.499274167E1,2.033899277E-1,-7.896314561E-2,9.937990189E0,9.940384883E0
1.499510661E1,2.129612118E-1,-8.853443712E-2,9.926026344E0,9.928705344E0
1.499747156E1,2.153540403E-1,-5.503492057E-2,9.916455269E0,9.918946078E0
1.499983651E1,2.081755698E-1,-5.742774159E-2,9.940383911E0,9.942729369E0
1.500220146E1,2.201396823E-1,-6.460621208E-2,9.935597420E0,9.938245898E0
1.500456641E1,2.201396823E-1,-6.939185411E-2,9.940383911E0,9.943063361E0
1.500693135E1,2.225325108E-1,-5.742774159E-2,9.947562218E0,9.950216718E0
1.500929630E1,2.057827413E-1,-5.024927482E-2,9.926026344E0,9.928286384E0
1.501166125E1,2.344966233E-1,-7.417750359E-2,9.923633575E0,9.926680931E0
1.501402620E1,2.273181528E-1,-7.178468257E-2,9.940383911E0,9.943241870E0
1.501639114E1,2.273181528E-1,-8.374879509E-2,9.926026344E0,9.928982143E0
1.501875609E1,2.201396823E-1,-9.092725813E-2,9.928419113E0,9.931275615E0
1.502112104E1,2.153540403E-1,-7.417750359E-2,9.935597420E0,9.938207874E0
1.502348599E1,2.225325108E-1,-7.417750359E-2,9.937990189E0,9.940758120E0
1.502585094E1,2.273181528E-1,-9.092725813E-2,9.937990189E0,9.941005497E0
1.502821589E1,2.201396823E-1,-7.896314561E-2,9.942776680E0,9.945526872E0
1.503058083E1,2.225325108E-1,-8.135596663E-2,9.940383911E0,9.943207320E0
1.503294578E1,2.153540403E-1,-9.092725813E-2,9.935597420E0,9.938347006E0
1.503531073E1,2.105683982E-1,-7.178468257E-2,9.921240807E0,9.923734742E0
1.503767568E1,2.153540403E-1,-6.699903309E-2,9.928419113E0,9.930980431E0
1.504004062E1,2.177468538E-1,-6.939185411E-2,9.928419113E0,9.931049039E0
1.504240557E1,2.105683982E-1,-7.657032460E-2,9.918848038E0,9.921378355E0
1.504477052E1,2.081755698E-1,-6.939185411E-2,9.937990189E0,9.940412531E0
1.504713547E1,1.986042857E-1,-9.092725813E-2,9.947562218E0,9.949960075E0
1.504950042E1,2.057827413E-1,-8.853443712E-2,9.928419113E0,9.930946127E0
1.505186536E1,2.033899277E-1,-8.135596663E-2,9.930811882E0,9.933227617E0
